app,appname,vlink,slink,net,flit-width,link-prop,fifo-depth,psim-q,row,col,proute-algo,proute-q,cycle,pcu,pmu-comp,pmu-mem,mc,loadbw,storebw,vc
lenet_loops__batch_par_1_conv1_par_2_conv2_par_4_mat1_par_2_mat2_par_1,LeNet,0,4,dynamic,512,db,4,1,16,8,route_min_directed_valient,1,3968680,90.63,23.81,66.67,34.38,3.9453125,0.0,2
lenet_loops__batch_par_1_conv1_par_2_conv2_par_4_mat1_par_2_mat2_par_1,LeNet,2,4,dynamic,512,db,4,1,16,8,route_min_directed_valient,1,401855,90.63,23.81,66.67,34.38,38.984375,0.0,0
lenet_loops__batch_par_1_conv1_par_2_conv2_par_4_mat1_par_2_mat2_par_1,LeNet,0,0,dynamic,512,db,4,1,16,8,route_min_directed_valient,1,3970168,90.63,23.81,66.67,34.38,3.9453125,0.0,6
lenet_loops__batch_par_1_conv1_par_2_conv2_par_4_mat1_par_2_mat2_par_1,LeNet,1,4,dynamic,512,db,4,4,16,8,route_min_directed_valient,1,401878,90.63,23.81,66.67,34.38,38.984375,0.0,0
lenet_loops__batch_par_1_conv1_par_2_conv2_par_4_mat1_par_2_mat2_par_1,LeNet,1,4,dynamic,512,db,4,8,16,8,route_min_directed_valient,1,401878,90.63,23.81,66.67,34.38,38.984375,0.0,0
lenet_loops__batch_par_1_conv1_par_2_conv2_par_4_mat1_par_2_mat2_par_1,LeNet,1,4,dynamic,512,db,4,16,16,8,route_min_directed_valient,1,401878,90.63,23.81,66.67,34.38,38.984375,0.0,0
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,0,0,p2p,512,db,20,1,16,8,,1,197185,50.79,18.75,81.25,9.38,84.39453125,0.0,
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,0,0,p2p,512,db,4,1,16,8,,1,201457,23.81,18.75,81.25,9.38,82.59765625,0.0,
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,3,4,static,512,db,4,1,16,8,,1,203685,53.13,0.0,81.25,8.82,81.69921874999999,0.0,
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,2,4,static,512,db,4,1,16,8,,1,203685,53.13,0.0,81.25,8.82,81.69921874999999,0.0,
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,2,4,static,512,cd,4,1,16,8,,1,1275643,53.13,0.0,81.25,8.82,13.046875,0.0,
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,3,4,static,512,cd,4,1,16,8,,1,1275643,53.13,0.0,81.25,8.82,13.046875,0.0,
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,1,4,dynamic,512,db,4,1,16,8,route_min_directed_valient,1,204632,51.56,1.59,82.54,9.38,81.30859375,0.0,1
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,1,4,dynamic,256,db,4,1,16,8,route_min_directed_valient,1,204632,51.56,1.59,82.54,9.38,81.30859375,0.0,1
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,0,4,dynamic,512,db,4,1,16,8,route_min_directed_valient,1,1187289,51.56,1.59,82.54,9.38,14.0234375,0.0,2
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,2,4,dynamic,512,db,4,1,16,8,route_min_directed_valient,1,203695,51.56,1.59,82.54,9.38,81.69921874999999,0.0,0
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,0,0,dynamic,512,db,4,1,16,8,route_min_directed_valient,1,1732711,51.56,1.59,82.54,9.38,9.609375,0.0,6
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,1,4,dynamic,512,db,4,4,16,8,route_min_directed_valient,1,204632,51.56,1.59,82.54,9.38,81.30859375,0.0,1
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,1,4,dynamic,512,db,4,8,16,8,route_min_directed_valient,1,204632,51.56,1.59,82.54,9.38,81.30859375,0.0,1
SGD_minibatch__D_64_N_16384_E_2_ts_1024_mp1_8_mp2_16,SGD,1,4,dynamic,512,db,4,16,16,8,route_min_directed_valient,1,204632,51.56,1.59,82.54,9.38,81.30859375,0.0,1
