app,appname,vlink,slink,net,flit-width,link-prop,fifo-depth,psim-q,row,col,proute-q,StatHopsScal,StatHopsVec,DynHopsScal,DynHopsVec,pcu_total_active,pmu_total_active,dag_total_active,router_flit_energy,router_flit_energy_scalar,vswitch_flit_energy,sswitch_flit_energy,total_router_energy,total_vswitch_energy,total_sswitch_energy,total_net_energy,pcu_unit_energy,pmu_unit_energy,dag_unit_energy,total_pcu_energy,total_pmu_energy,total_dag_energy,total_energy,total_router_power,total_vswitch_power,total_sswitch_power,total_net_power,total_pcu_power,total_pmu_power,total_dag_power,total_power,proute-algo
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,0,4,dynamic,512,db,4,1,16,8,1,82487,0,11,4220672,1056832,3145728,1057024,1.8487553828379373e-11,9.658124146623257e-12,0,3.8818e-13,7.803000703129925e-05,0,3.2019803660000004e-08,7.806202683495925e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.00023673036800000004,0.0009447045857279999,3.320228656640001e-05,0.001292699267129359,0.04920979720198482,0.0,2.0193360279000543e-05,0.04922999056226382,0.14929453224524805,0.5957800447309006,0.020939095749656297,0.8152436632880687,route_min_directed_valient
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,2,4,dynamic,512,db,4,1,16,8,1,1065526,7889664,0,0,1056832,3145728,1057024,1.4558871941182926e-11,9.027213870295184e-12,7.2535833333333315e-12,3.8818e-13,0.0,5.7228335295999985e-05,4.1361588268e-07,5.764195117867998e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.00023673036800000004,0.0009447045857279999,3.320228656640001e-05,0.0012722791914730799,0.0,0.03993594939857068,0.0002886357409440176,0.0402245851395147,0.16519879441983026,0.6592481563039295,0.023169725790106514,0.887841261653381,route_min_directed_valient
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,0,0,dynamic,512,db,4,1,16,8,1,0,0,2179923,7365632,1056832,3145728,1057024,2.6865770445055515e-11,1.1493532946328547e-11,0,0,0.00022293839531571452,0,0,0.00022293839531571452,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.00023673036800000004,0.0009447045857279999,3.320228656640001e-05,0.0014375756356101144,0.14052144415011744,0.0,0.0,0.14052144415011744,0.14921473323802972,0.5954615959881702,0.020927903651541627,0.9061256770278588,route_min_directed_valient
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,1,4,dynamic,512,db,4,4,16,8,1,49468,5858560,0,0,1056832,3145728,1057024,0,0,5.6443750000000006e-12,3.8818e-13,0,3.30679096e-05,1.920248824e-08,3.3087112088240006e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.00023673036800000004,0.0009447045857279999,3.320228656640001e-05,0.00124772435238264,0.0,0.023069175345187473,1.3396237428702186e-05,0.023082571582616174,0.1651502751453862,0.6590545335699695,0.023162920787150213,0.870450301085122,route_min_directed_valient
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,1,4,dynamic,512,db,4,8,16,8,1,49468,5858560,0,0,1056832,3145728,1057024,0,0,5.6443750000000006e-12,3.8818e-13,0,3.30679096e-05,1.920248824e-08,3.3087112088240006e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.00023673036800000004,0.0009447045857279999,3.320228656640001e-05,0.00124772435238264,0.0,0.023069175345187473,1.3396237428702186e-05,0.023082571582616174,0.1651502751453862,0.6590545335699695,0.023162920787150213,0.870450301085122,route_min_directed_valient
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,1,4,dynamic,512,db,4,16,16,8,1,49468,5858560,0,0,1056832,3145728,1057024,0,0,5.6443750000000006e-12,3.8818e-13,0,3.30679096e-05,1.920248824e-08,3.3087112088240006e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.00023673036800000004,0.0009447045857279999,3.320228656640001e-05,0.00124772435238264,0.0,0.023069175345187473,1.3396237428702186e-05,0.023082571582616174,0.1651502751453862,0.6590545335699695,0.023162920787150213,0.870450301085122,route_min_directed_valient
BlackScholes__N_1048576_ts_65536_op_1,BlackScholes,0,0,p2p,512,db,20,1,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BlackScholes__N_1048576_ts_65536_op_1,BlackScholes,0,0,p2p,512,db,4,1,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BlackScholes__N_1048576_ts_65536_op_1,BlackScholes,3,4,static,512,db,4,1,16,8,1,328426,31588352,0,0,3211264,589888,48,0,0,9.724999999999999e-12,3.8818e-13,0,0.00030719672319999997,1.2748840468e-07,0.00030732421160467995,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.0007193231360000001,0.000177151329888,1.5077328000000002e-09,0.0012038001852254802,0.0,0.33397555081548735,0.0001386017719592354,0.3341141525874466,0.7820276793887488,0.19259389345283523,1.639164269453305e-06,1.3087373645933003,
BlackScholes__N_1048576_ts_65536_op_1,BlackScholes,2,4,static,512,db,4,1,16,8,1,328426,30605312,0,0,3211264,589888,48,0,0,7.2535833333333315e-12,3.8818e-13,0,0.0002219981810346666,1.2748840468e-07,0.0002221256694393466,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.0007193231360000001,0.000177151329888,1.5077328000000002e-09,0.0011186016430601467,0.0,0.24135011603889747,0.0001386017719592354,0.24148871781085673,0.7820276793887488,0.19259389345283523,1.639164269453305e-06,1.21611192981671,
