app,appname,vlink,slink,net,flit-width,link-prop,fifo-depth,psim-q,row,col,proute-q,StatHopsScal,StatHopsVec,DynHopsScal,DynHopsVec,pcu_total_active,pmu_total_active,dag_total_active,router_flit_energy,router_flit_energy_scalar,vswitch_flit_energy,sswitch_flit_energy,total_router_energy,total_vswitch_energy,total_sswitch_energy,total_net_energy,pcu_unit_energy,pmu_unit_energy,dag_unit_energy,total_pcu_energy,total_pmu_energy,total_dag_energy,total_energy,total_router_power,total_vswitch_power,total_sswitch_power,total_net_power,total_pcu_power,total_pmu_power,total_dag_power,total_power,proute-algo
TPCHQ6__N_1048576_ts_65536_op_1,TPCHQ6,1,4,dynamic,512,db,4,1,16,8,1,50,1441792,0,0,262144,262160,64,1.4558871941182926e-11,9.027213870295184e-12,5.6443750000000006e-12,3.8818e-13,0.0,8.138014720000002e-06,1.9409000000000002e-11,8.138034129000001e-06,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,5.872025600000001e-05,7.873018716e-05,2.0103104000000004e-09,0.0001455904875994,0.0,0.02357491851053599,5.6225702350535064e-08,0.023574974736238336,0.17010601451920349,0.2280725472337615,5.823644401184248e-06,0.42175936013360454,route_min_directed_valient
TPCHQ6__N_1048576_ts_65536_op_1,TPCHQ6,1,4,dynamic,256,db,4,1,16,8,1,50,1441792,0,0,262144,262160,64,7.947437726325031e-12,5.332492044332273e-12,5.6443750000000006e-12,3.8818e-13,0.0,8.138014720000002e-06,1.9409000000000002e-11,8.138034129000001e-06,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,5.872025600000001e-05,7.873018716e-05,2.0103104000000004e-09,0.0001455904875994,0.0,0.02357491851053599,5.6225702350535064e-08,0.023574974736238336,0.17010601451920349,0.2280725472337615,5.823644401184248e-06,0.42175936013360454,route_min_directed_valient
TPCHQ6__N_1048576_ts_65536_op_1,TPCHQ6,0,4,dynamic,512,db,4,1,16,8,1,239,0,1,1245184,262144,262160,64,1.8487553828379373e-11,9.658124146623257e-12,0,3.8818e-13,2.3020415884360888e-05,0,9.277502000000001e-11,2.3020508659380888e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,5.872025600000001e-05,7.873018716e-05,2.0103104000000004e-09,0.0001604729621297809,0.05539599693994598,0.0,2.232524707563992e-07,0.05539622019241673,0.1413035775734489,0.189455187469469,4.8375819675089825e-06,0.38615982281730216,route_min_directed_valient
TPCHQ6__N_1048576_ts_65536_op_1,TPCHQ6,2,4,dynamic,512,db,4,1,16,8,1,112,1966080,0,0,262144,262160,64,1.4558871941182926e-11,9.027213870295184e-12,7.2535833333333315e-12,3.8818e-13,0.0,1.4261125119999996e-05,4.347616e-11,1.4261168596159995e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,5.872025600000001e-05,7.873018716e-05,2.0103104000000004e-09,0.00015171362206656,0.0,0.04124287161927676,1.2573213335492677e-07,0.04124299735141012,0.16981773592763114,0.22768603278347177,5.813775073456263e-06,0.4387525798375865,route_min_directed_valient
TPCHQ6__N_1048576_ts_65536_op_1,TPCHQ6,0,0,dynamic,512,db,4,1,16,8,1,0,0,154,1703936,262144,262160,64,2.6865770445055515e-11,1.1493532946328547e-11,0,0,4.577932343313985e-05,0,0,4.577932343313985e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,5.872025600000001e-05,7.873018716e-05,2.0103104000000004e-09,0.00018323177690353985,0.11027203108556169,0.0,0.0,0.11027203108556169,0.14144380933110764,0.1896432055960631,4.84238285531219e-06,0.44136388839558777,route_min_directed_valient
TPCHQ6__N_1048576_ts_65536_op_1,TPCHQ6,1,4,dynamic,512,db,4,4,16,8,1,50,1441792,0,0,262144,262160,64,0,0,5.6443750000000006e-12,3.8818e-13,0,8.138014720000002e-06,1.9409000000000002e-11,8.138034129000001e-06,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,5.872025600000001e-05,7.873018716e-05,2.0103104000000004e-09,0.0001455904875994,0.0,0.02357491851053599,5.6225702350535064e-08,0.023574974736238336,0.17010601451920349,0.2280725472337615,5.823644401184248e-06,0.42175936013360454,route_min_directed_valient
TPCHQ6__N_1048576_ts_65536_op_1,TPCHQ6,1,4,dynamic,512,db,4,8,16,8,1,50,1441792,0,0,262144,262160,64,0,0,5.6443750000000006e-12,3.8818e-13,0,8.138014720000002e-06,1.9409000000000002e-11,8.138034129000001e-06,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,5.872025600000001e-05,7.873018716e-05,2.0103104000000004e-09,0.0001455904875994,0.0,0.02357491851053599,5.6225702350535064e-08,0.023574974736238336,0.17010601451920349,0.2280725472337615,5.823644401184248e-06,0.42175936013360454,route_min_directed_valient
TPCHQ6__N_1048576_ts_65536_op_1,TPCHQ6,1,4,dynamic,512,db,4,16,16,8,1,50,1441792,0,0,262144,262160,64,0,0,5.6443750000000006e-12,3.8818e-13,0,8.138014720000002e-06,1.9409000000000002e-11,8.138034129000001e-06,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,5.872025600000001e-05,7.873018716e-05,2.0103104000000004e-09,0.0001455904875994,0.0,0.02357491851053599,5.6225702350535064e-08,0.023574974736238336,0.17010601451920349,0.2280725472337615,5.823644401184248e-06,0.42175936013360454,route_min_directed_valient
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,0,0,p2p,512,db,20,1,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,0,0,p2p,512,db,4,1,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,3,4,static,512,db,4,1,16,8,1,3771118,11584512,0,0,1589440,3145856,524288,0,0,9.724999999999999e-12,3.8818e-13,0,0.00011265937919999999,1.46387258524e-06,0.00011412325178523999,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.00035603456000000007,0.000944743025856,1.6468462796800003e-05,0.00143136930043804,0.0,0.07803922708459607,0.001014025515795307,0.07905325260039137,0.24662537708892548,0.6544241238936704,0.011407715159269203,0.9915104687422565,
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,2,4,static,512,db,4,1,16,8,1,3771118,11584512,0,0,1589440,3145856,524288,0,0,7.2535833333333315e-12,3.8818e-13,0,8.402922316799998e-05,1.46387258524e-06,8.549309575323998e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.00035603456000000007,0.000944743025856,1.6468462796800003e-05,0.0014027391444060401,0.0,0.058207098912806295,0.001014025515795307,0.05922112442860159,0.24662537708892548,0.6544241238936704,0.011407715159269203,0.9716783405704669,
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,2,4,static,512,cd,4,1,16,8,1,3771118,11584512,0,0,1589440,3145856,524288,0,0,4.6126666666666655e-12,2.0623000000000002e-13,0,5.343549235199999e-05,7.7771766514e-07,5.421321001713999e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.00035603456000000007,0.000944743025856,1.6468462796800003e-05,0.00137145925866994,0.0,0.03631801356331244,0.0005285842698878968,0.03684659783320034,0.2419827610815308,0.6421048729346805,0.011192969857583862,0.9321272017069955,
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,3,4,static,512,cd,4,1,16,8,1,3771118,11584512,0,0,1589440,3145856,524288,0,0,6.946375e-12,2.0623000000000002e-13,0,8.0470364544e-05,7.7771766514e-07,8.124808220914e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.00035603456000000007,0.000944743025856,1.6468462796800003e-05,0.0013984941308619401,0.0,0.05469255849093536,0.0005285842698878968,0.05522114276082326,0.2419827610815308,0.6421048729346805,0.011192969857583862,0.9505017466346185,
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,1,4,dynamic,512,db,4,1,16,8,1,49468,5858560,0,0,1056832,3145728,1057024,1.4558871941182926e-11,9.027213870295184e-12,5.6443750000000006e-12,3.8818e-13,0.0,3.30679096e-05,1.920248824e-08,3.3087112088240006e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.00023673036800000004,0.0009447045857279999,3.320228656640001e-05,0.00124772435238264,0.0,0.023069175345187473,1.3396237428702186e-05,0.023082571582616174,0.1651502751453862,0.6590545335699695,0.023162920787150213,0.870450301085122,route_min_directed_valient
OuterProduct__M_4096_N_4096_ts1_64_ts2_1024_op1_1_op2_2_ip2_16_ip1_1,OuterProduct,1,4,dynamic,256,db,4,1,16,8,1,49468,5858560,0,0,1056832,3145728,1057024,7.947437726325031e-12,5.332492044332273e-12,5.6443750000000006e-12,3.8818e-13,0.0,3.30679096e-05,1.920248824e-08,3.3087112088240006e-05,2.2400000000000003e-10,3.003135e-10,3.1411100000000006e-11,0.00023673036800000004,0.0009447045857279999,3.320228656640001e-05,0.00124772435238264,0.0,0.023069175345187473,1.3396237428702186e-05,0.023082571582616174,0.1651502751453862,0.6590545335699695,0.023162920787150213,0.870450301085122,route_min_directed_valient
