x1873,ALMs,IP,OP,Valid,Timestamp,B,Cycles
true,2875850.0,67,2,false,730,5856,1526573.0
false,1253923.0,57,1,false,730,16608,1728601.0
true,379383.0,7,2,false,730,11904,6001719.0
false,1884396.0,44,2,false,730,18528,1464551.0
false,3559483.0,86,2,false,730,19104,1172745.0
false,2843489.0,68,2,false,730,17760,1285775.0
true,3121044.0,73,2,false,730,8640,1286196.0
false,2324792.0,55,2,false,730,384,11860621.0
true,1926845.0,88,1,false,730,6528,1548641.0
false,1758511.0,82,1,false,730,18912,1362856.0
true,1186800.0,26,2,false,730,576,6386389.0
false,1253923.0,57,1,false,730,6432,2551157.0
true,1426658.0,32,2,false,730,17376,1240521.0
false,172796.0,5,1,true,730,12480,11124035.0
true,929602.0,40,1,false,730,17472,1578690.0
false,3082345.0,74,2,false,730,7872,1570811.0
false,580043.0,24,1,false,730,2016,8714543.0
false,1899114.0,89,1,false,730,18528,1315781.0
false,1924462.0,45,2,false,730,10176,1582961.0
false,3479972.0,84,2,false,730,3456,3333479.0
false,1158723.0,26,2,false,730,12768,1859529.0
false,1899114.0,89,1,false,730,10848,1602103.0
false,2883295.0,69,2,false,730,15744,1310549.0
false,989676.0,44,1,false,730,5664,3057621.0
false,433792.0,17,1,false,730,15264,4618831.0
false,1804218.0,42,2,false,730,18816,1490573.0
true,1352868.0,30,2,false,730,13536,1234607.0
true,198954.0,6,1,true,730,3648,6176685.0
true,1823655.0,83,1,false,730,3456,3338938.0
true,866873.0,37,1,false,730,18048,1670365.0
true,1864886.0,85,1,false,730,14112,1259550.0
false,1919163.0,90,1,false,730,4128,3339343.0
true,3896046.0,92,2,false,730,7200,1300352.0
true,1186800.0,26,2,false,730,3360,2816378.0
false,1979421.0,93,1,false,730,19008,1272263.0
true,886602.0,19,2,false,730,17952,1653729.0
false,621418.0,26,1,false,730,11232,3064551.0
true,2384274.0,55,2,false,730,13824,1266438.0
false,867314.0,38,1,false,730,7296,2774781.0
true,2091746.0,96,1,false,730,13536,1259036.0
true,3161867.0,74,2,false,730,16704,1290673.0
true,1094536.0,24,2,false,730,18816,1465549.0
true,1347036.0,60,1,false,730,7872,1598918.0
false,2404805.0,57,2,false,730,12384,1436801.0
true,1013398.0,44,1,false,730,16320,1496065.0
true,1906246.0,87,1,false,730,15072,1260208.0
false,2564502.0,61,2,false,730,14112,1381706.0
true,157994.0,2,2,false,730,7488,6056957.0
false,805861.0,35,1,false,730,7776,2805329.0
true,1761613.0,80,1,false,730,16992,1260448.0
false,619115.0,26,1,false,730,18912,3236574.0
true,2096804.0,48,2,false,730,11328,1254031.0
false,77241.0,1,1,true,730,18240,31509709.0
false,172796.0,5,1,true,730,10752,10694291.0
false,3758055.0,91,2,false,730,2784,4123513.0
false,101615.0,2,1,true,730,12960,21653597.0
false,1778589.0,83,1,false,730,13248,1538656.0
true,971655.0,42,1,false,730,3744,3362705.0
false,292249.0,5,2,false,730,1920,9265430.0
true,776211.0,33,1,false,730,17376,1836204.0
true,1601945.0,36,2,false,730,15744,1222363.0
false,1320429.0,30,2,false,730,9888,1792243.0
true,444431.0,17,1,false,730,6336,2916461.0
true,1725784.0,39,2,false,730,4608,1967179.0
false,2564502.0,61,2,false,730,10848,1455044.0
false,1253923.0,57,1,false,730,5184,3023306.0
true,725877.0,15,2,false,730,2112,4181424.0
false,543577.0,11,2,false,730,8448,2875129.0
true,3773777.0,89,2,false,730,11712,1298219.0
false,539535.0,11,2,false,730,17760,3459149.0
false,1844314.0,43,2,false,730,480,10507061.0
true,1326280.0,59,1,false,730,8544,1549153.0
false,1274141.0,58,1,false,730,9984,2025959.0
true,1367999.0,61,1,false,730,4128,2826797.0
false,307727.0,11,1,false,730,480,21221009.0
true,2548320.0,59,2,false,730,17472,1275567.0
true,1055376.0,46,1,false,730,9504,1631129.0
false,724144.0,31,1,false,730,5088,3764711.0
false,246940.0,4,2,false,730,9120,8658657.0
true,444431.0,17,1,false,730,6528,2883332.0
false,955429.0,21,2,false,730,8064,2142321.0
true,1034259.0,45,1,false,730,14976,1499073.0
false,201703.0,3,2,false,730,13632,9404070.0
false,724144.0,31,1,false,730,12480,2677490.0
false,2803678.0,67,2,false,730,5760,1972565.0
true,866873.0,37,1,false,730,16032,1673129.0
true,1076219.0,47,1,false,730,3552,3513520.0
false,3956527.0,96,2,false,730,7488,1535313.0
false,1117758.0,25,2,false,730,5088,2554566.0
true,635506.0,26,1,false,730,5856,2507492.0
true,444431.0,17,1,false,730,480,12017237.0
false,1395532.0,64,1,false,730,15360,1667246.0
true,1076219.0,47,1,false,730,18240,1409930.0
true,2050485.0,94,1,false,730,5952,1631736.0
false,245851.0,4,2,false,730,17472,8546237.0
false,3599190.0,87,2,false,730,4704,2363530.0
false,392019.0,15,1,false,730,15168,5166726.0
false,1522365.0,35,2,false,731,16416,1621071.0
true,1767025.0,40,2,false,731,5376,1665750.0
false,1979421.0,93,1,false,731,6336,2137007.0
false,3400525.0,82,2,false,731,6816,1685693.0
true,1988753.0,91,1,false,731,3168,3670013.0
true,1138711.0,50,1,false,731,11616,1501807.0
false,240469.0,8,1,true,731,17184,8885909.0
false,3281231.0,79,2,false,731,15552,1264991.0
false,349266.0,13,1,false,731,18528,6595901.0
true,2998425.0,70,2,false,731,4416,2117198.0
true,3610704.0,85,2,false,731,4896,1887536.0
true,1533954.0,69,1,false,731,15936,1261231.0
true,1269885.0,28,2,false,731,13920,1265969.0
false,3599190.0,87,2,false,731,7680,1544207.0
true,1426658.0,32,2,false,731,18240,1248808.0
true,2302267.0,53,2,false,731,18528,1263879.0
true,2050485.0,94,1,false,731,14688,1259196.0
true,599687.0,12,2,false,731,1440,5003791.0
true,971655.0,42,1,false,731,17376,1527351.0
true,4018223.0,95,2,false,731,19104,1303596.0
true,1284753.0,57,1,false,731,9024,1535973.0
false,782439.0,34,1,false,731,17664,2438879.0
false,949014.0,42,1,false,731,9216,2411556.0
false,1172747.0,53,1,false,731,4032,3927594.0
true,3651531.0,86,2,false,731,768,6037418.0
true,550845.0,22,1,false,731,10272,2346636.0
true,1343452.0,30,2,false,731,18336,1288680.0
false,1924462.0,45,2,false,731,18240,1452731.0
true,1055376.0,46,1,false,731,2592,4949826.0
false,1778589.0,83,1,false,731,9216,1781171.0
false,2244920.0,53,2,false,731,7200,1742276.0
false,306296.0,11,1,false,731,19008,7651065.0
true,3692284.0,87,2,false,731,768,6037419.0
false,577935.0,24,1,false,731,13920,3280658.0
false,706995.0,15,2,false,731,9120,2447077.0
true,444431.0,17,1,false,731,5088,3288490.0
true,1761613.0,80,1,false,731,16320,1260251.0
true,4058993.0,96,2,false,731,15648,1304062.0
true,1352868.0,30,2,false,731,8064,1299728.0
false,829651.0,18,2,false,731,13824,2284505.0
false,2404805.0,57,2,false,731,8544,1586816.0
false,666229.0,14,2,false,731,9888,2532015.0
true,2009335.0,92,1,false,731,4224,2489019.0
false,846934.0,37,1,false,731,16896,2278393.0
false,1476389.0,68,1,false,731,13344,1698251.0
false,1030560.0,46,1,false,731,13632,2057831.0
true,1823655.0,83,1,false,731,10368,2851918.0
false,785448.0,34,1,false,731,5664,3362966.0
true,1513256.0,68,1,false,731,2112,5808432.0
true,1053100.0,23,2,false,731,13728,1360234.0
true,1061460.0,23,2,false,731,8928,1339861.0
true,677579.0,28,1,false,731,10560,2014777.0
true,1117887.0,49,1,false,731,480,11454970.0
false,1603157.0,37,2,false,731,8064,1777141.0
true,635506.0,26,1,false,731,2976,4665812.0
true,2712170.0,63,2,false,731,15168,1277919.0
true,803777.0,34,1,false,731,672,10321385.0
false,1964764.0,46,2,false,731,8352,1670484.0
false,289498.0,5,2,false,731,15840,8046333.0
true,358050.0,13,1,false,731,5568,3516134.0
true,810312.0,17,2,false,731,3936,2484059.0
false,457659.0,9,2,false,731,15264,3735953.0
false,3599190.0,87,2,false,731,5376,2049941.0
true,417558.0,16,1,false,731,17568,3868012.0
true,1890916.0,43,2,false,731,16032,1242467.0
false,867314.0,38,1,false,731,16032,2246969.0
false,641937.0,27,1,false,731,4032,4777891.0
true,2050485.0,94,1,false,731,9792,1258540.0
false,785448.0,34,1,false,731,3648,4848961.0
true,1906246.0,87,1,false,731,4320,2455112.0
false,1476389.0,68,1,false,731,12288,1745889.0
true,423045.0,16,1,false,731,7776,2861132.0
false,378630.0,7,2,false,731,3168,8045039.0
false,327484.0,12,1,false,731,18528,7042481.0
false,1884396.0,44,2,false,731,14976,1495233.0
false,914233.0,20,2,false,731,5568,2561891.0
false,1698097.0,79,1,false,731,5184,2724311.0
false,3638894.0,88,2,false,731,17184,1193033.0
false,989676.0,44,1,false,731,10656,2250115.0
true,354391.0,13,1,false,731,15072,4095442.0
true,77568.0,1,1,true,731,5184,11701019.0
false,3638894.0,88,2,false,731,7200,1603971.0
false,2165005.0,51,2,false,731,1344,6421086.0
true,2029911.0,93,1,false,731,17856,1258744.0
false,1415707.0,65,1,false,731,12192,1787961.0
false,2244920.0,53,2,false,731,5472,2113211.0
true,1616874.0,73,1,false,731,16320,1260359.0
false,2364899.0,56,2,false,731,4704,2418806.0
true,4058993.0,96,2,false,731,16800,1303918.0
true,1575520.0,71,1,false,731,5088,2138729.0
false,996060.0,22,2,false,731,5568,2485561.0
false,2324792.0,55,2,false,731,10848,1488236.0
true,3039380.0,71,2,false,731,10944,1284724.0
false,3320967.0,80,2,false,731,12480,1322191.0
false,1999453.0,94,1,false,731,14400,1400336.0
true,2957574.0,69,2,false,731,13536,1284699.0
false,1778589.0,83,1,false,731,14784,1480949.0
true,3692284.0,87,2,false,731,2400,4020425.0
true,2343276.0,54,2,false,731,10080,1262925.0
true,2875850.0,67,2,false,731,480,6800864.0
false,415443.0,8,2,false,731,18624,5694960.0
false,666229.0,14,2,false,731,12864,2611957.0
true,2630344.0,61,2,false,731,3840,2481699.0
false,2004795.0,47,2,false,731,5856,2030259.0
false,3559483.0,86,2,false,731,16032,1222673.0
true,719811.0,15,2,false,731,9504,1518137.0
true,127683.0,3,1,true,731,11232,11502467.0
true,107999.0,1,2,false,732,15840,6018319.0
false,1276082.0,29,2,false,732,17856,1791321.0
true,656550.0,27,1,false,732,11328,2060160.0
true,3488404.0,82,2,false,732,1632,4855750.0
false,1899114.0,89,1,false,732,14784,1427466.0
true,102141.0,2,1,true,732,288,17743697.0
true,2071054.0,95,1,false,732,6720,1454860.0
false,748318.0,16,2,false,732,11616,2382038.0
true,1885643.0,86,1,false,732,13440,1259170.0
true,1013398.0,44,1,false,732,15264,1511445.0
true,935780.0,20,2,false,732,8160,1416168.0
true,845948.0,36,1,false,732,14976,1708911.0
true,2055711.0,47,2,false,732,480,6759216.0
true,852171.0,18,2,false,732,1920,6418604.0
false,3281231.0,79,2,false,732,14784,1280351.0
false,1375352.0,63,1,false,732,17280,1617881.0
false,1233696.0,56,1,false,732,11040,1985465.0
false,1643348.0,38,2,false,732,11616,1617013.0
false,1482104.0,34,2,false,732,13536,1653981.0
false,3281231.0,79,2,false,732,1248,6667271.0
true,2384274.0,55,2,false,732,3456,2774744.0
false,870270.0,19,2,false,732,17856,2375681.0
false,949014.0,42,1,false,732,17568,2058968.0
false,1879061.0,88,1,false,732,14400,1448986.0
true,971655.0,42,1,false,732,18528,1515928.0
true,3447629.0,81,2,false,732,19008,1293566.0
true,567467.0,23,1,false,732,18048,2688923.0
true,886602.0,19,2,false,732,18624,1691314.0
false,1939345.0,91,1,false,732,5760,2341465.0
true,311660.0,11,1,false,732,14016,4382483.0
true,908700.0,39,1,false,732,4416,2842305.0
true,417475.0,8,2,false,732,18144,5968955.0
false,3201736.0,77,2,false,732,1440,6231794.0
false,1033024.0,23,2,false,732,14976,2003247.0
false,2564502.0,61,2,false,732,5856,1965355.0
true,1844273.0,84,1,false,732,11712,11492781.0
true,1013398.0,44,1,false,732,12768,1556385.0
true,2671261.0,62,2,false,732,2880,3366808.0
false,641937.0,27,1,false,732,12576,2963036.0
false,1764105.0,41,2,false,732,4512,2588077.0
false,1476389.0,68,1,false,732,1632,8850751.0
false,3479972.0,84,2,false,732,1152,6915977.0
true,3202684.0,75,2,false,732,2592,3745779.0
false,1239629.0,28,2,false,732,1152,7011435.0
false,3161981.0,76,2,false,732,18336,1234373.0
false,1071154.0,48,1,false,732,15456,1943240.0
true,510720.0,10,2,false,732,9312,1864648.0
true,1767025.0,40,2,false,732,9888,1233423.0
false,3519689.0,85,2,false,732,10464,1363715.0
true,887791.0,38,1,false,732,2208,5792968.0
true,1596200.0,72,1,false,732,1920,6243956.0
false,1718182.0,80,1,false,732,18144,1400665.0
false,949014.0,42,1,false,732,10752,2298251.0
true,3406766.0,80,2,false,732,16704,1295410.0
false,1235714.0,28,2,false,732,15264,1802721.0
true,908700.0,39,1,false,732,8160,1819579.0
false,3122112.0,75,2,false,732,11328,1376957.0
false,703398.0,30,1,false,732,5856,3474071.0
false,2204968.0,52,2,false,732,15360,1419699.0
true,3936775.0,93,2,false,732,3936,2517070.0
true,866873.0,37,1,false,732,3168,4121374.0
false,2923094.0,70,2,false,732,18144,1268993.0
false,580043.0,24,1,false,732,7872,3430091.0
false,3042572.0,73,2,false,732,2688,4216841.0
false,372002.0,14,1,false,732,1248,12907061.0
false,1316431.0,30,2,false,732,15648,1742841.0
false,393052.0,15,1,false,732,2112,9561064.0
false,1274141.0,58,1,false,732,9216,2089311.0
true,762023.0,16,2,false,732,13728,1599322.0
true,908700.0,39,1,false,732,13152,1645090.0
true,3161867.0,74,2,false,732,8736,1288247.0
false,1050862.0,47,1,false,732,13344,2044751.0
true,1263980.0,56,1,false,732,15168,1343694.0
true,205463.0,3,2,false,732,1632,6507396.0
true,1725784.0,39,2,false,732,672,6126993.0
true,3936775.0,93,2,false,732,5856,1529133.0
true,3896046.0,92,2,false,732,2784,3623506.0
false,1280041.0,29,2,false,732,9984,1811030.0
true,3936775.0,93,2,false,732,7680,1299694.0
false,536979.0,22,1,false,732,11904,3481961.0
true,268559.0,9,1,false,732,3456,5511934.0
false,846934.0,37,1,false,732,16224,2290732.0
true,2096804.0,48,2,false,732,10944,1252902.0
true,1767025.0,40,2,false,732,5280,1696302.0
true,268559.0,9,1,false,732,2400,7053610.0
true,420404.0,16,1,false,732,9504,2873940.0
true,719594.0,30,1,false,732,2976,4541514.0
true,1518918.0,34,2,false,732,6720,1399194.0
false,826542.0,36,1,false,732,4992,3612347.0
false,2324792.0,55,2,false,732,17856,1363761.0
false,1764105.0,41,2,false,732,7584,1778807.0
true,291984.0,5,2,false,732,13536,6005262.0
true,824723.0,35,1,false,732,6144,2183780.0
true,1103111.0,24,2,false,732,10080,1306834.0
false,1375352.0,63,1,false,732,12480,1800395.0
true,1019779.0,22,2,false,732,6432,1535330.0
true,2261245.0,52,2,false,732,5952,1503149.0
false,3360796.0,81,2,false,732,2592,4360103.0
true,3610704.0,85,2,false,732,7968,1295619.0
true,1305520.0,58,1,false,732,6816,1756285.0
false,765025.0,33,1,false,732,9792,2685349.0
false,2044812.0,48,2,false,732,11424,1519499.0
false,1071154.0,48,1,false,732,4416,3678985.0
true,3243589.0,76,2,false,732,2304,4073643.0
true,740878.0,31,1,false,732,11136,1894050.0
false,1496540.0,69,1,false,732,8064,2066681.0
false,969350.0,43,1,false,732,18240,2010869.0
false,539535.0,11,2,false,732,18720,3567935.0
false,2524470.0,60,2,false,732,15840,1358509.0
true,2875850.0,67,2,false,732,11904,1280384.0
false,3479972.0,84,2,false,732,17280,1212861.0
true,1518918.0,34,2,false,733,13344,1213419.0
false,1959384.0,92,1,false,733,17280,1325486.0
true,354391.0,13,1,false,733,15456,4170425.0
false,3161981.0,76,2,false,733,11520,1364965.0
true,1409474.0,63,1,false,733,16512,1261830.0
true,1450925.0,65,1,false,733,9984,1411444.0
false,1009995.0,45,1,false,733,1632,9181501.0
false,497308.0,20,1,false,733,9120,3759537.0
false,291506.0,5,2,false,733,7488,8230677.0
true,1450925.0,65,1,false,733,12960,1310432.0
true,379772.0,14,1,false,733,5088,3575446.0
false,172796.0,5,1,true,733,10944,10742285.0
false,3916790.0,95,2,false,733,11616,1282557.0
true,557469.0,11,2,false,733,768,6017898.0
false,433792.0,17,1,false,733,10752,4241951.0
true,468788.0,9,2,false,733,5952,3283978.0
true,1596200.0,72,1,false,733,4128,2734751.0
false,600598.0,25,1,false,733,4704,4363126.0
true,1926845.0,88,1,false,733,12576,1258829.0
false,949014.0,42,1,false,733,11328,2266395.0
true,358050.0,13,1,false,733,768,10611684.0
false,744590.0,32,1,false,733,9024,2790841.0
true,866873.0,37,1,false,733,5376,2382171.0
false,414220.0,16,1,false,733,2784,7785197.0
false,3002793.0,72,2,false,733,7584,1609444.0
true,1388740.0,62,1,false,733,16224,1262303.0
false,1436072.0,66,1,false,733,6720,2347913.0
true,156340.0,2,2,false,733,15936,6000444.0
true,2050485.0,94,1,false,733,7200,1388852.0
true,1311389.0,29,2,false,733,672,6119556.0
false,598384.0,25,1,false,733,15552,3207204.0
false,1253923.0,57,1,false,733,15744,1756866.0
false,1603157.0,37,2,false,733,12768,1611393.0
false,418130.0,8,2,false,733,12288,4743851.0
true,3243589.0,76,2,false,733,4320,2190715.0
true,386402.0,7,2,false,733,3072,6230135.0
false,1401516.0,32,2,false,733,6240,2086352.0
false,1050862.0,47,1,false,733,15456,1967826.0
false,663605.0,14,2,false,733,17760,2947601.0
false,3519689.0,85,2,false,733,3744,3057431.0
true,698593.0,29,1,false,733,9504,1994194.0
true,108927.0,1,2,false,733,8640,6050536.0
false,1683521.0,39,2,false,733,7104,1857209.0
true,672200.0,14,2,false,733,18432,2040085.0
false,1999453.0,94,1,false,733,12288,1482967.0
true,1844273.0,84,1,false,733,18336,1260782.0
true,2548320.0,59,2,false,733,18720,1271922.0
true,1076219.0,47,1,false,733,11904,1532692.0
true,334748.0,12,1,false,733,6240,3484135.0
true,1305520.0,58,1,false,733,18912,1262110.0
false,2004795.0,47,2,false,733,4800,2407299.0
true,1471843.0,66,1,false,733,4608,2439659.0
false,1355165.0,62,1,false,733,7392,2267333.0
true,2096804.0,48,2,false,733,18432,1257206.0
false,240923.0,8,1,true,733,672,18977603.0
false,1818733.0,85,1,false,733,15456,1437286.0
false,1798663.0,84,1,false,733,12864,1544942.0
false,1314561.0,60,1,false,733,17376,1658105.0
true,2507370.0,58,2,false,733,4416,2088899.0
false,2244920.0,53,2,false,733,8928,1584121.0
false,1522365.0,35,2,false,733,11424,1663163.0
true,1019779.0,22,2,false,733,1056,6826017.0
false,2204968.0,52,2,false,733,16512,1403471.0
true,1740982.0,79,1,false,733,11616,1259747.0
false,765025.0,33,1,false,733,15648,2510819.0
false,1879061.0,88,1,false,733,4512,3039033.0
true,2957574.0,69,2,false,733,18432,1287034.0
true,1926845.0,88,1,false,733,11040,1258770.0
true,950771.0,41,1,false,733,768,9830742.0
true,2050485.0,94,1,false,733,12288,1259265.0
true,1061460.0,23,2,false,733,5280,1778697.0
true,1201384.0,53,1,false,733,4512,2616760.0
false,2404805.0,57,2,false,733,3648,3139201.0
true,3733032.0,88,2,false,733,19008,1298210.0
true,740878.0,31,1,false,733,14880,1900365.0
true,824723.0,35,1,false,733,4608,2789093.0
false,3519689.0,85,2,false,733,18048,1192828.0
false,3916790.0,95,2,false,733,12192,1263981.0
false,3281231.0,79,2,false,733,2784,4101961.0
false,666229.0,14,2,false,733,8064,2566401.0
false,1838945.0,86,1,false,733,1728,8298196.0
true,2055711.0,47,2,false,733,7680,1261431.0
false,3718291.0,90,2,false,733,7584,1544203.0
true,887791.0,38,1,false,733,4224,2995625.0
false,126017.0,3,1,true,733,16896,18216217.0
true,1658208.0,75,1,false,733,10272,1313856.0
true,4018223.0,95,2,false,733,9792,1301514.0
true,1326280.0,59,1,false,733,10464,1446295.0
true,1699692.0,77,1,false,733,11904,1259566.0
true,1352868.0,30,2,false,733,6432,1461511.0
false,419400.0,8,2,false,733,6720,4441529.0
false,1276082.0,29,2,false,733,17472,1791692.0
true,2793963.0,65,2,false,733,192,9362140.0
false,2923094.0,70,2,false,733,6336,1817462.0
false,1778589.0,83,1,false,733,15648,1449440.0
false,846934.0,37,1,false,733,17856,2267321.0
true,740878.0,31,1,false,733,12864,1886047.0
true,1097057.0,48,1,false,733,768,9791694.0
false,2004795.0,47,2,false,733,2784,4071429.0
false,3599190.0,87,2,false,733,672,8826098.0
true,222213.0,7,1,true,733,5664,4540424.0
true,3121044.0,73,2,false,733,16800,1288669.0
true,803777.0,34,1,false,733,6144,2204936.0
false,2019483.0,95,1,false,733,18816,1265005.0
false,246707.0,4,2,false,733,11904,8593361.0
true,887791.0,38,1,false,733,8256,1829587.0
false,454455.0,18,1,false,733,16224,4495273.0
true,2014603.0,46,2,false,733,864,5741801.0
false,621418.0,26,1,false,733,10272,3095517.0
true,845948.0,36,1,false,733,16800,1704724.0
false,263051.0,9,1,false,733,10176,6723469.0
false,1294355.0,59,1,false,733,3744,4141451.0
false,1111719.0,50,1,false,733,768,14216336.0
false,1798663.0,84,1,false,733,15264,1452561.0
true,824723.0,35,1,false,733,16128,1740857.0
true,1055376.0,46,1,false,733,864,9402795.0
false,3201736.0,77,2,false,734,1728,5684351.0
true,1269885.0,28,2,false,734,6624,1447881.0
false,580043.0,24,1,false,734,6432,3690239.0
false,1152492.0,52,1,false,734,10176,2112216.0
true,1658208.0,75,1,false,734,4416,2489065.0
true,3406766.0,80,2,false,734,5760,1555177.0
true,2096804.0,48,2,false,734,9504,1251796.0
true,950771.0,41,1,false,734,1056,8761690.0
false,1456234.0,67,1,false,734,7296,2214451.0
false,785448.0,34,1,false,734,10656,2587795.0
false,498341.0,10,2,false,734,16320,3512715.0
true,1228356.0,27,2,false,734,288,8025806.0
false,1979421.0,93,1,false,734,1536,8971977.0
false,709686.0,15,2,false,734,1920,5839882.0
true,417475.0,8,2,false,734,17760,5969254.0
true,2014603.0,46,2,false,734,1920,4359627.0
false,2644211.0,63,2,false,734,11136,1435799.0
false,2963009.0,71,2,false,734,9984,1441793.0
false,832771.0,18,2,false,734,2496,4846195.0
true,1740982.0,79,1,false,734,1824,6438755.0
false,518237.0,21,1,false,734,576,17777767.0
true,529693.0,21,1,false,734,9408,2409062.0
false,149621.0,4,1,true,734,11904,15925721.0
true,1844273.0,84,1,false,734,8928,1309020.0
true,3896046.0,92,2,false,734,18240,1299944.0
true,614150.0,25,1,false,734,12384,2188176.0
true,852171.0,18,2,false,734,5664,1748152.0
true,677579.0,28,1,false,734,192,18472227.0
false,536979.0,22,1,false,734,11520,3476809.0
false,1643348.0,38,2,false,734,15744,1569083.0
false,1033024.0,23,2,false,734,14112,4353056.0
false,2324792.0,55,2,false,734,4128,2767751.0
false,1838945.0,86,1,false,734,1248,10375901.0
true,396414.0,15,1,false,734,15456,3707657.0
true,1409474.0,63,1,false,734,6528,1763151.0
false,1919163.0,90,1,false,734,2496,5942366.0
false,246448.0,4,2,false,734,14304,8566901.0
true,289696.0,10,1,false,734,14016,4656790.0
true,1720340.0,78,1,false,734,11616,1259758.0
true,2261245.0,52,2,false,734,192,9336110.0
true,3284392.0,77,2,false,734,13248,1291702.0
false,2963009.0,71,2,false,734,18336,1260308.0
true,151768.0,4,1,true,734,15936,11448261.0
false,372615.0,16,1,false,734,12672,4583696.0
false,969350.0,43,1,false,734,9984,2324555.0
true,824723.0,35,1,false,734,8064,1904564.0
true,594901.0,12,2,false,734,9120,1632777.0
false,107674.0,1,2,false,734,5376,16367291.0
true,1177950.0,26,2,false,734,15552,1324815.0
true,3202684.0,75,2,false,734,13248,1290204.0
false,3797744.0,92,2,false,734,15552,1205099.0
true,1823655.0,83,1,false,734,17760,1259184.0
true,1782406.0,81,1,false,734,6720,1570936.0
true,386402.0,7,2,false,734,576,7583838.0
false,1415707.0,65,1,false,734,14208,1698809.0
true,1808541.0,41,2,false,734,14112,1238522.0
false,1683521.0,39,2,false,734,8448,1726057.0
false,582322.0,12,2,false,734,15840,3078813.0
false,1999453.0,94,1,false,734,96,59182025.0
true,3896046.0,92,2,false,734,14496,1300375.0
false,928672.0,41,1,false,734,14784,2164042.0
false,1764105.0,41,2,false,734,4704,2488964.0
false,1879061.0,88,1,false,734,10272,1650101.0
true,3569942.0,84,2,false,734,14688,1297191.0
true,1643245.0,37,2,false,734,10464,1223327.0
true,1533954.0,69,1,false,734,9696,1389092.0
true,1761613.0,80,1,false,734,11328,1259846.0
false,3519689.0,85,2,false,734,11424,1330283.0
false,455876.0,18,1,false,734,1824,9956321.0
true,1947439.0,89,1,false,734,17760,1259099.0
false,375669.0,7,2,false,734,14304,7435351.0
false,1316431.0,30,2,false,734,19200,1776563.0
true,1643245.0,37,2,false,734,2208,3992345.0
false,668742.0,14,2,false,734,4800,3185673.0
true,1699692.0,77,1,false,734,15456,1259674.0
false,433792.0,17,1,false,734,10656,4236799.0
true,1897612.0,87,1,false,734,5472,1841845.0
true,3814518.0,90,2,false,734,6624,1353498.0
true,1575520.0,71,1,false,734,12288,1277412.0
true,1186800.0,26,2,false,734,13248,1290832.0
true,635506.0,26,1,false,734,960,9289360.0
true,992530.0,43,1,false,734,12384,1582769.0
false,3479972.0,84,2,false,734,19008,1182317.0
false,536979.0,22,1,false,734,13344,3521501.0
true,2302267.0,53,2,false,734,8352,1262014.0
true,803777.0,34,1,false,734,3456,3804773.0
false,3082345.0,74,2,false,734,16224,1279310.0
false,1213237.0,55,1,false,734,2496,6370901.0
false,1355165.0,62,1,false,734,18240,1601513.0
false,2444702.0,58,2,false,734,5952,1951481.0
true,1988753.0,91,1,false,734,19008,1258814.0
false,639534.0,27,1,false,734,16800,3016216.0
true,1430203.0,64,1,false,734,13536,1304462.0
true,202949.0,3,2,false,734,14016,6001630.0
true,1808541.0,41,2,false,734,2208,4005929.0
true,4058993.0,96,2,false,734,16896,1302896.0
true,651138.0,27,1,false,734,18144,2258503.0
false,247453.0,4,2,false,734,2688,9369041.0
false,1213237.0,55,1,false,734,8064,2268801.0
true,3896046.0,92,2,false,734,3840,2592368.0
false,1778589.0,83,1,false,734,16512,1422257.0
true,3406766.0,80,2,false,734,11136,1291755.0
false,2684054.0,64,2,false,734,18912,1293536.0
false,1804218.0,42,2,false,734,17088,1501555.0
false,1804218.0,42,2,false,734,2208,4872113.0
true,1260724.0,28,2,false,734,18048,1325341.0
false,2044812.0,48,2,false,734,14304,1466451.0
true,1367999.0,61,1,false,734,672,10172637.0
true,1699692.0,77,1,false,734,4032,2775750.0
false,1030560.0,46,1,false,734,15648,1987478.0
true,3406766.0,80,2,false,734,5664,1584784.0
true,1968031.0,90,1,false,734,6720,1496528.0
false,107905.0,1,2,false,734,18816,16027207.0
false,1077223.0,24,2,false,734,7200,2114796.0
false,1798663.0,84,1,false,734,12576,1558271.0
true,251414.0,4,2,false,734,4992,6117051.0
true,1720340.0,78,1,false,734,13728,1260328.0
false,3440250.0,83,2,false,735,18432,1199545.0
false,709686.0,15,2,false,735,864,8350261.0
true,1699692.0,77,1,false,735,2976,4071191.0
true,2875850.0,67,2,false,735,18912,1284661.0
false,455876.0,18,1,false,735,2976,7103619.0
true,248494.0,4,2,false,735,13632,6000208.0
false,639534.0,27,1,false,735,14976,2976189.0
false,846934.0,37,1,false,735,17664,2269079.0
true,3936775.0,93,2,false,735,6240,1429111.0
false,1844314.0,43,2,false,735,14304,1515451.0
false,1723676.0,40,2,false,735,17664,1524789.0
false,3320967.0,80,2,false,735,1248,6667271.0
true,2009335.0,92,1,false,735,4032,2649312.0
true,588326.0,24,1,false,735,14304,2328629.0
false,3360796.0,81,2,false,735,17376,1224089.0
false,1939345.0,91,1,false,735,15936,1373105.0
true,508231.0,20,1,false,735,5568,2889175.0
true,929602.0,40,1,false,735,3552,3595139.0
false,1476389.0,68,1,false,735,2688,5747947.0
false,1617509.0,75,1,false,735,16032,1515641.0
