link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22],dst[23],dst[24],dst[25],dst[26],dst[27],dst[28],dst[29]
9446,9333,9331,2,5504,13081,13527,13966,14411,14852,,,,,,,,,,,,,,,,,,,,,,,,,
9445,9333,9331,2,44032,12633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381,9333,9331,2,44032,12632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382,9333,9331,2,5504,13080,13525,13964,14409,14851,,,,,,,,,,,,,,,,,,,,,,,,,
9562,9449,9447,2,5504,13082,13526,13965,14410,14853,,,,,,,,,,,,,,,,,,,,,,,,,
9561,9449,9447,2,44032,12634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10383,9449,9447,2,5504,13082,13526,13965,14410,14853,,,,,,,,,,,,,,,,,,,,,,,,,
10384,9449,9447,2,44032,12634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9678,9565,9563,2,5504,13082,13526,13965,14410,14853,,,,,,,,,,,,,,,,,,,,,,,,,
9677,9565,9563,2,44032,12634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385,9565,9563,2,5504,13079,13521,13963,14405,14847,,,,,,,,,,,,,,,,,,,,,,,,,
10386,9565,9563,2,44032,12631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9794,9681,9679,2,5504,13084,13523,13968,14407,14849,,,,,,,,,,,,,,,,,,,,,,,,,
9793,9681,9679,2,44032,12637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10387,9681,9679,2,5504,13084,13523,13968,14407,14849,,,,,,,,,,,,,,,,,,,,,,,,,
10388,9681,9679,2,44032,12637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910,9797,9795,2,5504,13084,13523,13968,14407,14849,,,,,,,,,,,,,,,,,,,,,,,,,
9909,9797,9795,2,44032,12637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389,9797,9795,2,44032,12635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390,9797,9795,2,5504,13083,13522,13967,14406,14848,,,,,,,,,,,,,,,,,,,,,,,,,
10026,9913,9911,2,5504,13085,13524,13969,14408,14850,,,,,,,,,,,,,,,,,,,,,,,,,
10025,9913,9911,2,44032,12636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10391,9913,9911,2,5504,13085,13524,13969,14408,14850,,,,,,,,,,,,,,,,,,,,,,,,,
10392,9913,9911,2,44032,12636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142,10029,10027,2,5504,13085,13524,13969,14408,14850,,,,,,,,,,,,,,,,,,,,,,,,,
10141,10029,10027,2,44032,12636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508,10395,10393,2,44032,15346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507,10395,10393,2,5504,15849,16348,16847,17346,17841,,,,,,,,,,,,,,,,,,,,,,,,,
11557,10395,10393,2,5504,15849,16348,16847,17346,17841,,,,,,,,,,,,,,,,,,,,,,,,,
11558,10395,10393,2,44032,15346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10624,10511,10509,2,44032,15346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10623,10511,10509,2,5504,15849,16348,16847,17346,17841,,,,,,,,,,,,,,,,,,,,,,,,,
11559,10511,10509,2,5504,15847,16346,16845,17344,17840,,,,,,,,,,,,,,,,,,,,,,,,,
11560,10511,10509,2,44032,15345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10740,10627,10625,2,44032,15347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10739,10627,10625,2,5504,15848,16347,16846,17345,17842,,,,,,,,,,,,,,,,,,,,,,,,,
11561,10627,10625,2,5504,15848,16347,16846,17345,17842,,,,,,,,,,,,,,,,,,,,,,,,,
11562,10627,10625,2,44032,15347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10856,10743,10741,2,44032,15347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10855,10743,10741,2,5504,15848,16347,16846,17345,17842,,,,,,,,,,,,,,,,,,,,,,,,,
11563,10743,10741,2,5504,15843,16342,16841,17340,17839,,,,,,,,,,,,,,,,,,,,,,,,,
11564,10743,10741,2,44032,15344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10972,10859,10857,2,44032,15350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10971,10859,10857,2,5504,15846,16345,16844,17342,17845,,,,,,,,,,,,,,,,,,,,,,,,,
11565,10859,10857,2,5504,15846,16345,16844,17342,17845,,,,,,,,,,,,,,,,,,,,,,,,,
11566,10859,10857,2,44032,15350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11088,10975,10973,2,44032,15350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11087,10975,10973,2,5504,15846,16345,16844,17342,17845,,,,,,,,,,,,,,,,,,,,,,,,,
11567,10975,10973,2,5504,15844,16343,16842,17341,17843,,,,,,,,,,,,,,,,,,,,,,,,,
11568,10975,10973,2,44032,15348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11204,11091,11089,2,44032,15349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11203,11091,11089,2,5504,15845,16344,16843,17343,17844,,,,,,,,,,,,,,,,,,,,,,,,,
11569,11091,11089,2,44032,15349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11570,11091,11089,2,5504,15845,16344,16843,17343,17844,,,,,,,,,,,,,,,,,,,,,,,,,
11320,11207,11205,2,44032,15349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11319,11207,11205,2,5504,15845,16344,16843,17343,17844,,,,,,,,,,,,,,,,,,,,,,,,,
5662,11571,12044,2,44032,1205,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12063,11572,12045,2,44032,12044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12067,11573,12046,2,44032,12045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12070,11574,12047,2,44032,12046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12074,11575,12048,2,44032,12045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12077,11576,12049,2,44032,12048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12082,11577,12050,2,44032,12049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
