link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18]
3476,645,3290,2,65536,3288,,,,,,,,,,,,,,,,,,
3477,645,3290,2,65536,3288,,,,,,,,,,,,,,,,,,
3486,684,3291,2,32768,7087,7190,7293,7396,,,,,,,,,,,,,,,
3487,684,3291,2,32768,7087,7190,7293,7396,,,,,,,,,,,,,,,
3489,685,3292,2,32768,3291,,,,,,,,,,,,,,,,,,
3490,685,3292,2,32768,3291,,,,,,,,,,,,,,,,,,
3492,688,3293,2,32768,3291,,,,,,,,,,,,,,,,,,
3493,688,3293,2,32768,3291,,,,,,,,,,,,,,,,,,
3495,691,3294,2,32768,3291,,,,,,,,,,,,,,,,,,
3496,691,3294,2,32768,3291,,,,,,,,,,,,,,,,,,
3498,694,3295,2,32768,3291,,,,,,,,,,,,,,,,,,
3499,694,3295,2,32768,3291,,,,,,,,,,,,,,,,,,
3508,750,3296,2,32768,749,,,,,,,,,,,,,,,,,,
3509,750,3296,2,32768,749,,,,,,,,,,,,,,,,,,
3511,751,3297,2,32768,3296,,,,,,,,,,,,,,,,,,
3512,751,3297,2,32768,3296,,,,,,,,,,,,,,,,,,
3514,754,3298,2,32768,3296,,,,,,,,,,,,,,,,,,
3515,754,3298,2,32768,3296,,,,,,,,,,,,,,,,,,
3517,757,3299,2,32768,3296,,,,,,,,,,,,,,,,,,
3518,757,3299,2,32768,3296,,,,,,,,,,,,,,,,,,
3520,760,3300,2,32768,3296,,,,,,,,,,,,,,,,,,
3521,760,3300,2,32768,3296,,,,,,,,,,,,,,,,,,
3528,789,3301,1,16384,749,,,,,,,,,,,,,,,,,,
3529,789,3301,1,16384,749,,,,,,,,,,,,,,,,,,
3530,789,3301,1,16384,749,,,,,,,,,,,,,,,,,,
6969,6873,6871,2,16384,3270,,,,,,,,,,,,,,,,,,
6968,6873,6871,2,65536,3269,,,,,,,,,,,,,,,,,,
7085,6873,6871,2,16384,3270,,,,,,,,,,,,,,,,,,
7086,6873,6871,2,65536,3269,,,,,,,,,,,,,,,,,,
7068,6972,6970,2,16384,3270,,,,,,,,,,,,,,,,,,
7067,6972,6970,2,65536,3269,,,,,,,,,,,,,,,,,,
7189,7089,7087,2,8192,8083,8203,8322,,,,,,,,,,,,,,,,
7188,7089,7087,2,32768,7964,,,,,,,,,,,,,,,,,,
7573,7089,7087,2,32768,7964,,,,,,,,,,,,,,,,,,
7574,7089,7087,2,8192,8083,8203,8322,,,,,,,,,,,,,,,,
7292,7192,7190,2,8192,8083,8203,8322,,,,,,,,,,,,,,,,
7291,7192,7190,2,32768,7964,,,,,,,,,,,,,,,,,,
7575,7192,7190,2,8192,8083,8202,8321,,,,,,,,,,,,,,,,
7576,7192,7190,2,32768,7964,,,,,,,,,,,,,,,,,,
7395,7295,7293,2,8192,8084,8202,8321,,,,,,,,,,,,,,,,
7394,7295,7293,2,32768,7965,,,,,,,,,,,,,,,,,,
7577,7295,7293,2,32768,7965,,,,,,,,,,,,,,,,,,
7578,7295,7293,2,8192,8084,8202,8321,,,,,,,,,,,,,,,,
7498,7398,7396,2,8192,8084,8202,8321,,,,,,,,,,,,,,,,
7497,7398,7396,2,32768,7965,,,,,,,,,,,,,,,,,,
3385,7579,7672,2,131072,6871,6970,,,,,,,,,,,,,,,,,
3384,7579,7672,2,131072,7087,7190,7293,7396,,,,,,,,,,,,,,,
3383,7579,7672,2,131072,6871,6970,,,,,,,,,,,,,,,,,
3386,7580,7673,2,131072,7087,7190,7293,7396,,,,,,,,,,,,,,,
7678,7580,7673,2,131072,7672,,,,,,,,,,,,,,,,,,
7679,7580,7673,2,131072,7672,,,,,,,,,,,,,,,,,,
7680,7580,7673,2,131072,7672,,,,,,,,,,,,,,,,,,
3408,7681,7835,1,524288,572,,,,,,,,,,,,,,,,,,
7850,7682,7836,1,524288,7835,,,,,,,,,,,,,,,,,,
7851,7682,7836,1,524288,7835,,,,,,,,,,,,,,,,,,
7853,7683,7837,1,524288,7835,7836,,,,,,,,,,,,,,,,,
7854,7683,7837,1,524288,7836,,,,,,,,,,,,,,,,,,
3409,7684,7838,1,524288,572,,,,,,,,,,,,,,,,,,
3410,7684,7838,1,524288,572,,,,,,,,,,,,,,,,,,
7856,7684,7838,1,524288,7836,7837,,,,,,,,,,,,,,,,,
3414,7857,7964,2,32768,819,,,,,,,,,,,,,,,,,,
3413,7858,7965,2,32768,819,,,,,,,,,,,,,,,,,,
3415,7858,7965,2,32768,819,,,,,,,,,,,,,,,,,,
7975,7858,7965,2,32768,7964,,,,,,,,,,,,,,,,,,
3420,7976,8083,2,32768,832,,,,,,,,,,,,,,,,,,
3419,7977,8084,2,32768,832,,,,,,,,,,,,,,,,,,
3418,7977,8084,2,32768,832,,,,,,,,,,,,,,,,,,
8094,7977,8084,2,32768,8083,,,,,,,,,,,,,,,,,,
3424,8095,8202,2,32768,845,,,,,,,,,,,,,,,,,,
3423,8096,8203,2,32768,845,,,,,,,,,,,,,,,,,,
3425,8096,8203,2,32768,845,,,,,,,,,,,,,,,,,,
8213,8096,8203,2,32768,8202,,,,,,,,,,,,,,,,,,
3430,8214,8321,2,32768,858,,,,,,,,,,,,,,,,,,
3429,8215,8322,2,32768,858,,,,,,,,,,,,,,,,,,
3428,8215,8322,2,32768,858,,,,,,,,,,,,,,,,,,
8332,8215,8322,2,32768,8321,,,,,,,,,,,,,,,,,,
