link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11]
3213,822,3086,2,32768,8075,,,,,,,,,,,
3227,853,3088,2,32768,8171,,,,,,,,,,,
3228,853,3088,2,32768,8172,,,,,,,,,,,
3230,856,3089,2,32768,8172,,,,,,,,,,,
3231,856,3089,2,32768,8171,,,,,,,,,,,
3233,859,3090,2,32768,8172,,,,,,,,,,,
3234,859,3090,2,32768,8172,,,,,,,,,,,
3236,862,3091,2,32768,8172,,,,,,,,,,,
3237,862,3091,2,32768,8172,,,,,,,,,,,
3239,865,3092,2,32768,8171,,,,,,,,,,,
3240,865,3092,2,32768,8172,,,,,,,,,,,
3247,946,3093,2,32768,6599,6674,,,,,,,,,,
3248,946,3093,2,32768,6599,6674,,,,,,,,,,
3249,946,3093,2,32768,6599,6674,,,,,,,,,,
3256,976,3094,2,32768,6793,6868,,,,,,,,,,
3257,976,3094,2,32768,6793,6868,,,,,,,,,,
3258,976,3094,2,32768,6793,6868,,,,,,,,,,
6673,6601,6599,2,32768,6749,,,,,,,,,,,
6792,6601,6599,2,32768,6749,,,,,,,,,,,
6748,6676,6674,2,32768,6749,,,,,,,,,,,
6783,6750,6749,2,32768,3073,,,,,,,,,,,
6867,6795,6793,2,32768,6943,,,,,,,,,,,
6986,6795,6793,2,32768,6943,,,,,,,,,,,
6942,6870,6868,2,32768,6943,,,,,,,,,,,
6977,6944,6943,2,32768,3077,,,,,,,,,,,
3144,6987,7370,2,32768,3094,,,,,,,,,,,
3149,6987,7370,2,32768,3094,,,,,,,,,,,
3145,6987,7370,2,32768,3093,,,,,,,,,,,
3148,6987,7370,2,32768,3094,,,,,,,,,,,
3146,6987,7370,2,32768,3093,,,,,,,,,,,
3147,6987,7370,2,32768,3093,,,,,,,,,,,
7392,6988,7371,2,32768,7370,,,,,,,,,,,
7396,6989,7372,2,32768,7371,,,,,,,,,,,
7397,6989,7372,2,32768,7371,,,,,,,,,,,
7402,6990,7373,2,32768,7372,,,,,,,,,,,
7403,6990,7373,2,32768,7371,,,,,,,,,,,
7404,6990,7373,2,32768,7372,,,,,,,,,,,
7414,6991,7374,2,32768,7373,,,,,,,,,,,
7415,6991,7374,2,32768,7373,,,,,,,,,,,
7416,6991,7374,2,32768,7373,,,,,,,,,,,
7417,6991,7374,2,32768,7371,,,,,,,,,,,
7422,6992,7375,2,32768,7374,,,,,,,,,,,
7428,6993,7376,2,32768,7375,,,,,,,,,,,
7429,6993,7376,2,32768,7374,,,,,,,,,,,
7430,6993,7376,2,32768,7375,,,,,,,,,,,
7435,6994,7377,2,32768,7376,,,,,,,,,,,
7436,6994,7377,2,32768,7373,7376,,,,,,,,,,
7440,6995,7378,2,32768,7376,,,,,,,,,,,
7441,6995,7378,2,32768,7376,,,,,,,,,,,
7442,6995,7378,2,32768,7374,7377,,,,,,,,,,
7443,6995,7378,2,32768,7374,7377,,,,,,,,,,
7452,6996,7379,2,32768,7374,7377,7378,,,,,,,,,
7453,6996,7379,2,32768,7374,,,,,,,,,,,
7454,6996,7379,2,32768,7377,,,,,,,,,,,
7455,6996,7379,2,32768,7376,7378,,,,,,,,,,
7462,6997,7380,2,32768,7379,,,,,,,,,,,
7463,6997,7380,2,32768,7374,7379,,,,,,,,,,
7464,6997,7380,2,32768,7379,,,,,,,,,,,
7465,6997,7380,2,32768,7379,,,,,,,,,,,
7469,6998,7381,2,32768,7379,,,,,,,,,,,
7470,6998,7381,2,32768,7379,,,,,,,,,,,
7471,6998,7381,2,32768,7374,7379,,,,,,,,,,
7472,6998,7381,2,32768,7380,,,,,,,,,,,
7481,6999,7382,2,32768,7380,7381,,,,,,,,,,
7482,6999,7382,2,32768,7379,7381,,,,,,,,,,
7483,6999,7382,2,32768,7380,7381,,,,,,,,,,
7484,6999,7382,2,32768,7380,,,,,,,,,,,
7486,7000,7383,2,32768,7382,,,,,,,,,,,
7487,7000,7383,2,32768,7382,,,,,,,,,,,
7488,7000,7383,2,32768,7382,,,,,,,,,,,
7489,7000,7383,2,32768,7380,7382,,,,,,,,,,
7491,7001,7384,2,32768,7380,7382,,,,,,,,,,
7492,7001,7384,2,32768,7382,,,,,,,,,,,
7493,7001,7384,2,32768,7382,,,,,,,,,,,
7494,7001,7384,2,32768,7382,,,,,,,,,,,
3162,7495,7877,2,32768,3094,,,,,,,,,,,
3159,7495,7877,2,32768,3093,,,,,,,,,,,
3157,7495,7877,2,32768,3094,,,,,,,,,,,
3160,7495,7877,2,32768,3093,,,,,,,,,,,
3158,7495,7877,2,32768,3094,,,,,,,,,,,
3161,7495,7877,2,32768,3093,,,,,,,,,,,
7898,7496,7878,2,32768,7877,,,,,,,,,,,
7904,7497,7879,2,32768,7878,,,,,,,,,,,
7908,7498,7880,2,32768,7878,7879,,,,,,,,,,
7909,7498,7880,2,32768,7879,,,,,,,,,,,
7910,7498,7880,2,32768,7879,,,,,,,,,,,
7920,7499,7881,2,32768,7880,,,,,,,,,,,
7921,7499,7881,2,32768,7880,,,,,,,,,,,
7922,7499,7881,2,32768,7878,,,,,,,,,,,
7923,7499,7881,2,32768,7880,,,,,,,,,,,
7928,7500,7882,2,32768,7881,,,,,,,,,,,
7934,7501,7883,2,32768,7881,,,,,,,,,,,
7935,7501,7883,2,32768,7882,,,,,,,,,,,
7936,7501,7883,2,32768,7882,,,,,,,,,,,
7941,7502,7884,2,32768,7883,,,,,,,,,,,
7942,7502,7884,2,32768,7878,7883,,,,,,,,,,
7948,7503,7885,2,32768,7883,,,,,,,,,,,
7949,7503,7885,2,32768,7881,7884,,,,,,,,,,
7950,7503,7885,2,32768,7881,7884,,,,,,,,,,
7951,7503,7885,2,32768,7881,7884,,,,,,,,,,
7958,7504,7886,2,32768,7881,,,,,,,,,,,
7959,7504,7886,2,32768,7883,7885,,,,,,,,,,
7960,7504,7886,2,32768,7883,7885,,,,,,,,,,
7961,7504,7886,2,32768,7884,,,,,,,,,,,
7968,7505,7887,2,32768,7885,,,,,,,,,,,
7969,7505,7887,2,32768,7885,,,,,,,,,,,
7970,7505,7887,2,32768,7881,7886,,,,,,,,,,
7971,7505,7887,2,32768,7885,,,,,,,,,,,
7975,7506,7888,2,32768,7881,7886,,,,,,,,,,
7976,7506,7888,2,32768,7886,,,,,,,,,,,
7977,7506,7888,2,32768,7887,,,,,,,,,,,
7978,7506,7888,2,32768,7886,,,,,,,,,,,
7987,7507,7889,2,32768,7886,7888,,,,,,,,,,
7988,7507,7889,2,32768,7887,7888,,,,,,,,,,
7989,7507,7889,2,32768,7887,7888,,,,,,,,,,
7990,7507,7889,2,32768,7887,,,,,,,,,,,
7992,7508,7890,2,32768,7889,,,,,,,,,,,
7993,7508,7890,2,32768,7889,,,,,,,,,,,
7994,7508,7890,2,32768,7889,,,,,,,,,,,
7995,7508,7890,2,32768,7887,7889,,,,,,,,,,
7997,7509,7891,2,32768,7889,,,,,,,,,,,
7998,7509,7891,2,32768,7887,7889,,,,,,,,,,
7999,7509,7891,2,32768,7889,,,,,,,,,,,
8000,7509,7891,2,32768,7889,,,,,,,,,,,
3198,8001,8075,2,32768,808,,,,,,,,,,,
3197,8001,8075,2,32768,808,,,,,,,,,,,
8091,8002,8076,2,32768,8075,,,,,,,,,,,
8092,8002,8076,2,32768,8075,,,,,,,,,,,
8093,8002,8076,2,32768,8075,,,,,,,,,,,
8094,8002,8076,2,32768,8075,,,,,,,,,,,
3224,8095,8171,2,32768,851,,,,,,,,,,,
3225,8095,8171,2,32768,851,,,,,,,,,,,
8188,8096,8172,2,32768,8171,,,,,,,,,,,
8189,8096,8172,2,32768,8171,,,,,,,,,,,
8190,8096,8172,2,32768,8171,,,,,,,,,,,
8191,8096,8172,2,32768,8171,,,,,,,,,,,
8192,8096,8172,2,32768,8171,,,,,,,,,,,
