link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22],dst[23],dst[24],dst[25],dst[26],dst[27],dst[28],dst[29]
9562,9449,9447,2,5504,12218,12373,12532,12691,12846,,,,,,,,,,,,,,,,,,,,,,,,,
9561,9449,9447,2,44032,12063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10383,9449,9447,2,5504,12218,12373,12532,12691,12846,,,,,,,,,,,,,,,,,,,,,,,,,
10384,9449,9447,2,44032,12063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9678,9565,9563,2,5504,12218,12373,12532,12691,12846,,,,,,,,,,,,,,,,,,,,,,,,,
9677,9565,9563,2,44032,12063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385,9565,9563,2,5504,12217,12372,12531,12690,12845,,,,,,,,,,,,,,,,,,,,,,,,,
10386,9565,9563,2,44032,12062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9794,9681,9679,2,5504,12218,12373,12532,12691,12846,,,,,,,,,,,,,,,,,,,,,,,,,
9793,9681,9679,2,44032,12063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10387,9681,9679,2,5504,12218,12373,12532,12691,12846,,,,,,,,,,,,,,,,,,,,,,,,,
10388,9681,9679,2,44032,12063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910,9797,9795,2,5504,12218,12373,12532,12691,12846,,,,,,,,,,,,,,,,,,,,,,,,,
9909,9797,9795,2,44032,12063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389,9797,9795,2,5504,12218,12372,12531,12690,12846,,,,,,,,,,,,,,,,,,,,,,,,,
10390,9797,9795,2,44032,12063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026,9913,9911,2,5504,12218,12373,12532,12691,12846,,,,,,,,,,,,,,,,,,,,,,,,,
10025,9913,9911,2,44032,12063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10391,9913,9911,2,44032,12063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10392,9913,9911,2,5504,12218,12373,12532,12691,12846,,,,,,,,,,,,,,,,,,,,,,,,,
10142,10029,10027,2,5504,12218,12373,12532,12691,12846,,,,,,,,,,,,,,,,,,,,,,,,,
10141,10029,10027,2,44032,12063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508,10395,10393,2,44032,12996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507,10395,10393,2,5504,13143,13292,13439,13587,13735,,,,,,,,,,,,,,,,,,,,,,,,,
11557,10395,10393,2,5504,13143,13292,13439,13587,13735,,,,,,,,,,,,,,,,,,,,,,,,,
11558,10395,10393,2,44032,12996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10624,10511,10509,2,44032,12996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10623,10511,10509,2,5504,13143,13292,13439,13587,13735,,,,,,,,,,,,,,,,,,,,,,,,,
11559,10511,10509,2,5504,13143,13292,13439,13587,13735,,,,,,,,,,,,,,,,,,,,,,,,,
11560,10511,10509,2,44032,12996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10740,10627,10625,2,44032,12996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10739,10627,10625,2,5504,13143,13292,13439,13587,13735,,,,,,,,,,,,,,,,,,,,,,,,,
11561,10627,10625,2,44032,12996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11562,10627,10625,2,5504,13143,13292,13439,13587,13735,,,,,,,,,,,,,,,,,,,,,,,,,
10856,10743,10741,2,44032,12996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10855,10743,10741,2,5504,13143,13292,13439,13587,13735,,,,,,,,,,,,,,,,,,,,,,,,,
11563,10743,10741,2,5504,13143,13291,13439,13587,13735,,,,,,,,,,,,,,,,,,,,,,,,,
11564,10743,10741,2,44032,12995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10972,10859,10857,2,44032,12995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10971,10859,10857,2,5504,13144,13291,13440,13588,13736,,,,,,,,,,,,,,,,,,,,,,,,,
11565,10859,10857,2,44032,12995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11566,10859,10857,2,5504,13144,13291,13440,13588,13736,,,,,,,,,,,,,,,,,,,,,,,,,
11088,10975,10973,2,44032,12995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11087,10975,10973,2,5504,13144,13291,13440,13588,13736,,,,,,,,,,,,,,,,,,,,,,,,,
11567,10975,10973,2,44032,12995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11568,10975,10973,2,5504,13144,13291,13440,13588,13736,,,,,,,,,,,,,,,,,,,,,,,,,
11204,11091,11089,2,44032,12995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11203,11091,11089,2,5504,13144,13291,13440,13588,13736,,,,,,,,,,,,,,,,,,,,,,,,,
11569,11091,11089,2,44032,12995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11570,11091,11089,2,5504,13144,13291,13440,13588,13736,,,,,,,,,,,,,,,,,,,,,,,,,
11320,11207,11205,2,44032,12995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11319,11207,11205,2,5504,13144,13291,13440,13588,13736,,,,,,,,,,,,,,,,,,,,,,,,,
5663,11571,11878,2,44032,1205,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11895,11572,11879,2,44032,11878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11901,11573,11880,2,44032,11879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11902,11573,11880,2,44032,11879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11909,11574,11881,2,44032,11879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11910,11574,11881,2,44032,11880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11911,11574,11881,2,44032,11880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11912,11574,11881,2,44032,11880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11915,11575,11882,2,44032,11881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11916,11575,11882,2,44032,11881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11920,11576,11883,2,44032,11882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11921,11576,11883,2,44032,11879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11922,11576,11883,2,44032,11879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11924,11577,11884,2,44032,11883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11925,11577,11884,2,44032,11880,11882,11883,,,,,,,,,,,,,,,,,,,,,,,,,,,
11926,11577,11884,2,44032,11883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5664,11578,11885,2,44032,1205,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5662,11578,11885,2,44032,1205,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11928,11578,11885,2,44032,11884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5667,11929,12062,2,5504,5504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12084,11930,12063,2,44032,12062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12085,11930,12063,2,44032,12062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12086,11930,12063,2,44032,12062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12087,11930,12063,2,44032,12062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5670,12088,12217,2,5504,5505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12237,12089,12218,2,44032,12217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12238,12089,12218,2,44032,12217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5673,12239,12372,2,5504,5506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12394,12240,12373,2,44032,12372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12395,12240,12373,2,44032,12372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12396,12240,12373,2,44032,12372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12397,12240,12373,2,44032,12372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5676,12398,12531,2,5504,5507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12553,12399,12532,2,44032,12531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12554,12399,12532,2,44032,12531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12555,12399,12532,2,44032,12531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12556,12399,12532,2,44032,12531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679,12557,12690,2,5504,5508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12712,12558,12691,2,44032,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12713,12558,12691,2,44032,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12714,12558,12691,2,44032,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12715,12558,12691,2,44032,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5682,12716,12845,2,5504,5509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12865,12717,12846,2,44032,12845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12866,12717,12846,2,44032,12845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5704,12867,12995,2,44032,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5705,12868,12996,2,44032,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5703,12868,12996,2,44032,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13014,12868,12996,2,44032,12995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5709,13015,13143,2,44032,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5708,13016,13144,2,44032,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5710,13016,13144,2,44032,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13162,13016,13144,2,44032,13143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5713,13163,13291,2,44032,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5714,13164,13292,2,44032,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5715,13164,13292,2,44032,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13310,13164,13292,2,44032,13291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5720,13311,13439,2,44032,1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5718,13312,13440,2,44032,1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,13312,13440,2,44032,1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13458,13312,13440,2,44032,13439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5724,13459,13587,2,44032,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5723,13460,13588,2,44032,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,13460,13588,2,44032,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13606,13460,13588,2,44032,13587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5729,13607,13735,2,44032,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5728,13608,13736,2,44032,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5730,13608,13736,2,44032,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13754,13608,13736,2,44032,13735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5759,13755,13887,2,44032,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,13755,13887,2,44032,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13907,13756,13888,2,44032,13887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908,13756,13888,2,44032,13887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13909,13756,13888,2,44032,13887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13910,13756,13888,2,44032,13887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13911,13756,13888,2,44032,13887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13912,13756,13888,2,44032,13887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,13913,14045,2,44032,9215,9331,9447,9563,9679,9795,9911,10027,,,,,,,,,,,,,,,,,,,,,,
5791,13913,14045,2,44032,9215,9331,9447,9563,9679,9795,9911,10027,,,,,,,,,,,,,,,,,,,,,,
14065,13914,14046,2,44032,14045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14066,13914,14046,2,44032,14045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14067,13914,14046,2,44032,14045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14068,13914,14046,2,44032,14045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14069,13914,14046,2,44032,14045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14070,13914,14046,2,44032,14045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5823,14071,14195,2,44032,10393,10509,10625,10741,10857,10973,11089,11205,,,,,,,,,,,,,,,,,,,,,,
5824,14071,14195,2,44032,10393,10509,10625,10741,10857,10973,11089,11205,,,,,,,,,,,,,,,,,,,,,,
14211,14072,14196,2,44032,14195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14212,14072,14196,2,44032,14195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5856,14213,14325,1,5504,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,14213,14325,1,5504,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14341,14214,14326,1,5504,14325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14342,14214,14326,1,5504,14325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
