link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18]
5781,1424,3,1,1,5725,,,,,,,,,,,,,,,,,,
5782,1424,3,1,1,5762,,,,,,,,,,,,,,,,,,
5783,1424,3,1,1,5722,,,,,,,,,,,,,,,,,,
5784,1424,3,1,1,5767,,,,,,,,,,,,,,,,,,
5785,1424,3,1,1,5729,,,,,,,,,,,,,,,,,,
5786,1424,3,1,1,5738,,,,,,,,,,,,,,,,,,
5787,1424,3,1,1,9521,9522,,,,,,,,,,,,,,,,,
5788,1424,3,1,1,5749,,,,,,,,,,,,,,,,,,
5789,1424,3,1,1,5723,5724,5726,5727,5730,5732,5733,5736,5739,5750,5758,5763,5768,5771,5772,5778,5779,9817,9982
5790,1424,3,1,1,5735,,,,,,,,,,,,,,,,,,
5791,1424,3,1,1,5731,,,,,,,,,,,,,,,,,,
5797,1436,1428,2,11520,5744,,,,,,,,,,,,,,,,,,
5798,1436,1428,2,40,5746,,,,,,,,,,,,,,,,,,
5802,1471,1470,1,4096,5754,,,,,,,,,,,,,,,,,,
5806,1493,1492,1,2560,5760,,,,,,,,,,,,,,,,,,
5810,1515,1514,1,40,5765,,,,,,,,,,,,,,,,,,
5816,1544,1536,2,40,5742,,,,,,,,,,,,,,,,,,
5817,1544,1536,2,115200,5740,,,,,,,,,,,,,,,,,,
5821,1579,1578,2,1638400,5752,,,,,,,,,,,,,,,,,,
5827,1616,1608,2,40,5742,,,,,,,,,,,,,,,,,,
5828,1616,1608,2,115200,5740,,,,,,,,,,,,,,,,,,
5832,1651,1650,2,11520,5744,,,,,,,,,,,,,,,,,,
5836,1664,1663,2,11520,5746,,,,,,,,,,,,,,,,,,
5840,1685,1684,2,512000,9649,,,,,,,,,,,,,,,,,,
5844,1698,1697,2,1638400,5752,,,,,,,,,,,,,,,,,,
5848,1720,1719,1,327680,5751,,,,,,,,,,,,,,,,,,
5852,1733,1732,1,4096,5754,,,,,,,,,,,,,,,,,,
5856,1744,1743,1,327680,5751,,,,,,,,,,,,,,,,,,
5860,1761,1760,1,1600,5764,,,,,,,,,,,,,,,,,,
5864,1774,1773,2,512000,9649,,,,,,,,,,,,,,,,,,
5868,1798,1797,2,8,5766,,,,,,,,,,,,,,,,,,
5872,1811,1810,1,1600,5764,,,,,,,,,,,,,,,,,,
5875,1359,5722,2,2,1428,,,,,,,,,,,,,,,,,,
5877,1360,5723,1,1,5722,,,,,,,,,,,,,,,,,,
5879,1361,5724,2,2,1428,,,,,,,,,,,,,,,,,,
5880,1361,5724,2,2,1428,,,,,,,,,,,,,,,,,,
5883,1362,5725,2,4,1470,,,,,,,,,,,,,,,,,,
5885,1363,5726,1,1,5725,,,,,,,,,,,,,,,,,,
5887,1364,5727,2,4,1470,,,,,,,,,,,,,,,,,,
5888,1364,5727,2,4,1470,,,,,,,,,,,,,,,,,,
5891,1365,5728,2,40,1492,,,,,,,,,,,,,,,,,,
5893,1366,5729,1,5,5728,,,,,,,,,,,,,,,,,,
5894,1366,5729,1,5,5728,,,,,,,,,,,,,,,,,,
5896,1367,5730,2,40,1492,,,,,,,,,,,,,,,,,,
5897,1367,5730,2,40,1492,,,,,,,,,,,,,,,,,,
5900,1368,5731,2,2,1514,,,,,,,,,,,,,,,,,,
