link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12]
5103,10401,10517,1,262144,11905,,,,,,,,,,,,
5105,10402,10518,1,262144,12036,,,,,,,,,,,,
5106,10402,10518,1,262144,12035,,,,,,,,,,,,
10523,10402,10518,1,262144,10517,,,,,,,,,,,,
10524,10402,10518,1,262144,10517,,,,,,,,,,,,
5111,10525,10720,2,262144,11060,11061,,,,,,,,,,,
10727,10526,10721,2,1048576,10720,,,,,,,,,,,,
10731,10527,10722,2,1048576,10721,,,,,,,,,,,,
10735,10528,10723,2,1048576,10721,,,,,,,,,,,,
5114,10736,10929,2,262144,11184,11185,,,,,,,,,,,
10938,10737,10930,2,1048576,10929,,,,,,,,,,,,
10942,10738,10931,2,1048576,10930,,,,,,,,,,,,
10943,10738,10931,2,1048576,10929,,,,,,,,,,,,
5117,10944,11060,1,262144,12165,,,,,,,,,,,,
5121,10944,11060,1,262144,12296,,,,,,,,,,,,
5120,10944,11060,1,262144,12166,,,,,,,,,,,,
5116,10944,11060,1,262144,12166,,,,,,,,,,,,
5119,10945,11061,1,262144,12296,,,,,,,,,,,,
5118,10945,11061,1,262144,12295,,,,,,,,,,,,
11066,10945,11061,1,262144,11060,,,,,,,,,,,,
11067,10945,11061,1,262144,11060,,,,,,,,,,,,
5123,11068,11184,1,262144,12166,,,,,,,,,,,,
5124,11068,11184,1,262144,12296,,,,,,,,,,,,
5125,11068,11184,1,262144,12165,,,,,,,,,,,,
5128,11068,11184,1,262144,12166,,,,,,,,,,,,
5126,11069,11185,1,262144,12295,,,,,,,,,,,,
5127,11069,11185,1,262144,12296,,,,,,,,,,,,
11190,11069,11185,1,262144,11184,,,,,,,,,,,,
11191,11069,11185,1,262144,11184,,,,,,,,,,,,
5153,11192,11272,2,512,847,,,,,,,,,,,,
5154,11192,11272,2,512,847,8602,8748,,,,,,,,,,
5156,11192,11272,2,512,847,,,,,,,,,,,,
5155,11193,11273,2,512,8602,8748,,,,,,,,,,,
5157,11193,11273,2,512,8602,8748,,,,,,,,,,,
11279,11193,11273,2,512,11272,,,,,,,,,,,,
11280,11193,11273,2,512,11272,,,,,,,,,,,,
5178,11281,11545,2,1048576,8602,8748,,,,,,,,,,,
5179,11281,11545,2,1048576,8602,8748,,,,,,,,,,,
11555,11282,11546,2,1048576,11545,,,,,,,,,,,,
11559,11283,11547,2,1048576,11546,,,,,,,,,,,,
11563,11284,11548,2,1048576,11545,,,,,,,,,,,,
11564,11284,11548,2,1048576,11546,,,,,,,,,,,,
11565,11284,11548,2,1048576,11547,,,,,,,,,,,,
11570,11285,11549,2,1048576,11546,,,,,,,,,,,,
11571,11285,11549,2,1048576,11548,,,,,,,,,,,,
5200,11572,11768,2,1048576,8928,9049,,,,,,,,,,,
5201,11572,11768,2,1048576,8928,9049,,,,,,,,,,,
11779,11573,11769,2,1048576,11768,,,,,,,,,,,,
11780,11573,11769,2,1048576,11768,,,,,,,,,,,,
11785,11574,11770,2,1048576,11768,,,,,,,,,,,,
11786,11574,11770,2,1048576,11768,,,,,,,,,,,,
5234,11787,11905,1,262144,1104,,,,,,,,,,,,
5233,11787,11905,1,262144,1104,,,,,,,,,,,,
5232,11788,11906,1,262144,1104,,,,,,,,,,,,
11915,11788,11906,1,262144,11905,,,,,,,,,,,,
11916,11788,11906,1,262144,11905,,,,,,,,,,,,
5243,11917,12035,1,262144,1134,,,,,,,,,,,,
5241,11917,12035,1,262144,1134,,,,,,,,,,,,
5242,11918,12036,1,262144,1134,,,,,,,,,,,,
12045,11918,12036,1,262144,12035,,,,,,,,,,,,
12046,11918,12036,1,262144,12035,,,,,,,,,,,,
5250,12047,12165,1,262144,1164,,,,,,,,,,,,
5252,12047,12165,1,262144,1164,,,,,,,,,,,,
5251,12048,12166,1,262144,1164,,,,,,,,,,,,
12175,12048,12166,1,262144,12165,,,,,,,,,,,,
12176,12048,12166,1,262144,12165,,,,,,,,,,,,
5261,12177,12295,1,262144,1194,,,,,,,,,,,,
5260,12177,12295,1,262144,1194,,,,,,,,,,,,
5259,12178,12296,1,262144,1194,,,,,,,,,,,,
12305,12178,12296,1,262144,12295,,,,,,,,,,,,
12306,12178,12296,1,262144,12295,,,,,,,,,,,,
