link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17]
9434,8992,9333,2,22528,9329,9332,,,,,,,,,,,,,,,,
9436,8993,9334,2,22528,9333,,,,,,,,,,,,,,,,,
9437,8993,9334,2,22528,9331,9333,,,,,,,,,,,,,,,,
9438,8993,9334,2,22528,9333,,,,,,,,,,,,,,,,,
9439,8993,9334,2,22528,9333,,,,,,,,,,,,,,,,,
9441,8994,9335,2,22528,9333,,,,,,,,,,,,,,,,,
9442,8994,9335,2,22528,9327,9331,,,,,,,,,,,,,,,,
9443,8994,9335,2,22528,9333,,,,,,,,,,,,,,,,,
9444,8994,9335,2,22528,9333,,,,,,,,,,,,,,,,,
9445,8994,9335,2,22528,9331,9333,,,,,,,,,,,,,,,,
4853,9447,9820,2,22528,4765,,,,,,,,,,,,,,,,,
4858,9447,9820,2,22528,4765,,,,,,,,,,,,,,,,,
9842,9447,9820,2,22528,10817,,,,,,,,,,,,,,,,,
9843,9447,9820,2,22528,10817,,,,,,,,,,,,,,,,,
9849,9448,9821,2,22528,9820,,,,,,,,,,,,,,,,,
9850,9448,9821,2,22528,9820,,,,,,,,,,,,,,,,,
9851,9448,9821,2,22528,9820,,,,,,,,,,,,,,,,,
9859,9449,9822,2,22528,9821,,,,,,,,,,,,,,,,,
9860,9449,9822,2,22528,9820,,,,,,,,,,,,,,,,,
9861,9449,9822,2,22528,9821,,,,,,,,,,,,,,,,,
9867,9450,9823,2,22528,9822,,,,,,,,,,,,,,,,,
9868,9450,9823,2,22528,9822,,,,,,,,,,,,,,,,,
9869,9450,9823,2,22528,9822,,,,,,,,,,,,,,,,,
9870,9450,9823,2,22528,9822,,,,,,,,,,,,,,,,,
9878,9451,9824,2,22528,9822,,,,,,,,,,,,,,,,,
9879,9451,9824,2,22528,9822,9823,,,,,,,,,,,,,,,,
9883,9452,9825,2,22528,9824,,,,,,,,,,,,,,,,,
9884,9452,9825,2,22528,9823,,,,,,,,,,,,,,,,,
9885,9452,9825,2,22528,9824,,,,,,,,,,,,,,,,,
9891,9453,9826,2,22528,9823,,,,,,,,,,,,,,,,,
9892,9453,9826,2,22528,9825,,,,,,,,,,,,,,,,,
9893,9453,9826,2,22528,9823,,,,,,,,,,,,,,,,,
9894,9453,9826,2,22528,9825,,,,,,,,,,,,,,,,,
9899,9454,9827,2,22528,9823,9826,,,,,,,,,,,,,,,,
9900,9454,9827,2,22528,9821,,,,,,,,,,,,,,,,,
9901,9454,9827,2,22528,9821,,,,,,,,,,,,,,,,,
9902,9454,9827,2,22528,9821,,,,,,,,,,,,,,,,,
9908,9455,9828,2,22528,9825,9826,,,,,,,,,,,,,,,,
9909,9455,9828,2,22528,9824,,,,,,,,,,,,,,,,,
9910,9455,9828,2,22528,9824,,,,,,,,,,,,,,,,,
9911,9455,9828,2,22528,9827,,,,,,,,,,,,,,,,,
9912,9455,9828,2,22528,9827,,,,,,,,,,,,,,,,,
9917,9456,9829,2,22528,9826,,,,,,,,,,,,,,,,,
9918,9456,9829,2,22528,9827,9828,,,,,,,,,,,,,,,,
9919,9456,9829,2,22528,9824,9828,,,,,,,,,,,,,,,,
9920,9456,9829,2,22528,9826,,,,,,,,,,,,,,,,,
9930,9457,9830,2,22528,9829,,,,,,,,,,,,,,,,,
9931,9457,9830,2,22528,9829,,,,,,,,,,,,,,,,,
9932,9457,9830,2,22528,9826,9829,,,,,,,,,,,,,,,,
9933,9457,9830,2,22528,9829,,,,,,,,,,,,,,,,,
9937,9458,9831,2,22528,9830,,,,,,,,,,,,,,,,,
9938,9458,9831,2,22528,9830,,,,,,,,,,,,,,,,,
9939,9458,9831,2,22528,9828,9830,,,,,,,,,,,,,,,,
9940,9458,9831,2,22528,9828,9830,,,,,,,,,,,,,,,,
9942,9459,9832,2,22528,9830,,,,,,,,,,,,,,,,,
9943,9459,9832,2,22528,9830,,,,,,,,,,,,,,,,,
9944,9459,9832,2,22528,9828,9830,9831,,,,,,,,,,,,,,,
9945,9459,9832,2,22528,9830,,,,,,,,,,,,,,,,,
9946,9459,9832,2,22528,9830,9831,,,,,,,,,,,,,,,,
4872,9948,10322,2,22528,4765,,,,,,,,,,,,,,,,,
4875,9948,10322,2,22528,4765,,,,,,,,,,,,,,,,,
10344,9948,10322,2,22528,10853,,,,,,,,,,,,,,,,,
10345,9948,10322,2,22528,10853,,,,,,,,,,,,,,,,,
10351,9949,10323,2,22528,10322,,,,,,,,,,,,,,,,,
10352,9949,10323,2,22528,10322,,,,,,,,,,,,,,,,,
10353,9949,10323,2,22528,10322,,,,,,,,,,,,,,,,,
10361,9950,10324,2,22528,10323,,,,,,,,,,,,,,,,,
10362,9950,10324,2,22528,10323,,,,,,,,,,,,,,,,,
10363,9950,10324,2,22528,10322,,,,,,,,,,,,,,,,,
10369,9951,10325,2,22528,10324,,,,,,,,,,,,,,,,,
10370,9951,10325,2,22528,10324,,,,,,,,,,,,,,,,,
10371,9951,10325,2,22528,10324,,,,,,,,,,,,,,,,,
10372,9951,10325,2,22528,10324,,,,,,,,,,,,,,,,,
10381,9952,10326,2,22528,10324,10325,,,,,,,,,,,,,,,,
10382,9952,10326,2,22528,10324,,,,,,,,,,,,,,,,,
10386,9953,10327,2,22528,10325,10326,,,,,,,,,,,,,,,,
10387,9953,10327,2,22528,10326,,,,,,,,,,,,,,,,,
10388,9953,10327,2,22528,10326,,,,,,,,,,,,,,,,,
10394,9954,10328,2,22528,10327,,,,,,,,,,,,,,,,,
10395,9954,10328,2,22528,10327,,,,,,,,,,,,,,,,,
10396,9954,10328,2,22528,10326,,,,,,,,,,,,,,,,,
10397,9954,10328,2,22528,10326,,,,,,,,,,,,,,,,,
10402,9955,10329,2,22528,10326,10328,,,,,,,,,,,,,,,,
10403,9955,10329,2,22528,10323,,,,,,,,,,,,,,,,,
10404,9955,10329,2,22528,10323,,,,,,,,,,,,,,,,,
10405,9955,10329,2,22528,10323,,,,,,,,,,,,,,,,,
10411,9956,10330,2,22528,10328,,,,,,,,,,,,,,,,,
10412,9956,10330,2,22528,10327,10328,,,,,,,,,,,,,,,,
10413,9956,10330,2,22528,10325,,,,,,,,,,,,,,,,,
10414,9956,10330,2,22528,10325,,,,,,,,,,,,,,,,,
10415,9956,10330,2,22528,10328,,,,,,,,,,,,,,,,,
10420,9957,10331,2,22528,10329,,,,,,,,,,,,,,,,,
10421,9957,10331,2,22528,10328,10330,,,,,,,,,,,,,,,,
10422,9957,10331,2,22528,10329,,,,,,,,,,,,,,,,,
10423,9957,10331,2,22528,10325,10330,,,,,,,,,,,,,,,,
10433,9958,10332,2,22528,10331,,,,,,,,,,,,,,,,,
10434,9958,10332,2,22528,10331,,,,,,,,,,,,,,,,,
10435,9958,10332,2,22528,10329,10331,,,,,,,,,,,,,,,,
10436,9958,10332,2,22528,10331,,,,,,,,,,,,,,,,,
10440,9959,10333,2,22528,10330,10332,,,,,,,,,,,,,,,,
10441,9959,10333,2,22528,10332,,,,,,,,,,,,,,,,,
10442,9959,10333,2,22528,10332,,,,,,,,,,,,,,,,,
10443,9959,10333,2,22528,10330,10332,,,,,,,,,,,,,,,,
10445,9960,10334,2,22528,10332,10333,,,,,,,,,,,,,,,,
10446,9960,10334,2,22528,10332,,,,,,,,,,,,,,,,,
10447,9960,10334,2,22528,10332,,,,,,,,,,,,,,,,,
10448,9960,10334,2,22528,10330,10332,10333,,,,,,,,,,,,,,,
10449,9960,10334,2,22528,10332,,,,,,,,,,,,,,,,,
4923,10450,10528,2,22528,1195,,,,,,,,,,,,,,,,,
4922,10450,10528,2,22528,1195,,,,,,,,,,,,,,,,,
10544,10451,10529,2,22528,10528,,,,,,,,,,,,,,,,,
10545,10451,10529,2,22528,10528,,,,,,,,,,,,,,,,,
10546,10451,10529,2,22528,10528,,,,,,,,,,,,,,,,,
10547,10451,10529,2,22528,10528,,,,,,,,,,,,,,,,,
4950,10548,10628,2,22528,1238,,,,,,,,,,,,,,,,,
4949,10548,10628,2,22528,1238,,,,,,,,,,,,,,,,,
10645,10549,10629,2,22528,10628,,,,,,,,,,,,,,,,,
10646,10549,10629,2,22528,10628,,,,,,,,,,,,,,,,,
10647,10549,10629,2,22528,10628,,,,,,,,,,,,,,,,,
10648,10549,10629,2,22528,10628,,,,,,,,,,,,,,,,,
10649,10549,10629,2,22528,10628,,,,,,,,,,,,,,,,,
4976,10650,10728,2,22528,1281,,,,,,,,,,,,,,,,,
4977,10650,10728,2,22528,1281,,,,,,,,,,,,,,,,,
10744,10651,10729,2,22528,10728,,,,,,,,,,,,,,,,,
10745,10651,10729,2,22528,10728,,,,,,,,,,,,,,,,,
10746,10651,10729,2,22528,10728,,,,,,,,,,,,,,,,,
10747,10651,10729,2,22528,10728,,,,,,,,,,,,,,,,,
4838,10748,10781,2,22528,4764,,,,,,,,,,,,,,,,,
4835,10748,10781,2,22528,4765,,,,,,,,,,,,,,,,,
4839,10748,10781,2,22528,4763,,,,,,,,,,,,,,,,,
4836,10748,10781,2,22528,4763,,,,,,,,,,,,,,,,,
4842,10748,10781,2,22528,4764,,,,,,,,,,,,,,,,,
4837,10748,10781,2,22528,4763,,,,,,,,,,,,,,,,,
4841,10748,10781,2,22528,4764,,,,,,,,,,,,,,,,,
4851,10784,10817,2,22528,4765,,,,,,,,,,,,,,,,,
4859,10784,10817,2,22528,4763,,,,,,,,,,,,,,,,,
4857,10784,10817,2,22528,4763,,,,,,,,,,,,,,,,,
4852,10784,10817,2,22528,4764,,,,,,,,,,,,,,,,,
4856,10784,10817,2,22528,4763,,,,,,,,,,,,,,,,,
4855,10784,10817,2,22528,4764,,,,,,,,,,,,,,,,,
4854,10784,10817,2,22528,4764,,,,,,,,,,,,,,,,,
4867,10820,10853,2,22528,4763,,,,,,,,,,,,,,,,,
4871,10820,10853,2,22528,4764,,,,,,,,,,,,,,,,,
4868,10820,10853,2,22528,4765,,,,,,,,,,,,,,,,,
4869,10820,10853,2,22528,4763,,,,,,,,,,,,,,,,,
4874,10820,10853,2,22528,4763,,,,,,,,,,,,,,,,,
4870,10820,10853,2,22528,4764,,,,,,,,,,,,,,,,,
4873,10820,10853,2,22528,4764,,,,,,,,,,,,,,,,,
