link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22],dst[23],dst[24],dst[25],dst[26],dst[27],dst[28],dst[29],dst[30]
6476,907,6223,2,176128,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6479,908,6224,2,176128,1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6480,908,6224,2,176128,1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6481,908,6224,2,176128,1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6484,909,6225,2,176128,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6485,909,6225,2,176128,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6486,909,6225,2,176128,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6489,910,6226,2,176128,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6490,910,6226,2,176128,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6491,910,6226,2,176128,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6494,911,6227,2,176128,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6495,911,6227,2,176128,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6496,911,6227,2,176128,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6499,912,6228,2,176128,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500,912,6228,2,176128,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501,912,6228,2,176128,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6506,913,6229,1,128,6232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6508,914,6230,1,128,6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6509,914,6230,1,128,6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6511,915,6231,2,1024,6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6513,916,6232,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6529,923,6234,2,1376,12354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6530,923,6234,2,1376,12353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6532,926,6235,2,1376,12353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533,926,6235,2,1376,12354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6535,929,6236,2,1376,12354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6536,929,6236,2,1376,12353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538,932,6237,2,1376,12354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6539,932,6237,2,1376,12353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6541,935,6238,2,1376,12354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6542,935,6238,2,1376,12354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6544,938,6239,2,1376,12354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6545,938,6239,2,1376,12354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6561,988,6241,2,1376,12486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562,988,6241,2,1376,12486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6564,991,6242,2,1376,12486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6565,991,6242,2,1376,12486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6567,994,6243,2,1376,12486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6568,994,6243,2,1376,12486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6570,997,6244,2,1376,12486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6571,997,6244,2,1376,12486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6573,1000,6245,2,1376,12485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6574,1000,6245,2,1376,12485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576,1003,6246,2,1376,12485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6577,1003,6246,2,1376,12485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6593,1091,6248,2,1376,12610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6594,1091,6248,2,1376,12610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596,1094,6249,2,1376,12610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6597,1094,6249,2,1376,12610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6599,1097,6250,2,1376,12610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,1097,6250,2,1376,12610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6602,1100,6251,2,1376,12610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6603,1100,6251,2,1376,12610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605,1103,6252,2,1376,12609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6606,1103,6252,2,1376,12609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6608,1106,6253,2,1376,12609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6609,1106,6253,2,1376,12609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625,1156,6255,2,1376,12741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626,1156,6255,2,1376,12742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6628,1159,6256,2,1376,12741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629,1159,6256,2,1376,12742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6631,1162,6257,2,1376,12742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6632,1162,6257,2,1376,12742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634,1165,6258,2,1376,12742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635,1165,6258,2,1376,12742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,1168,6259,2,1376,12742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638,1168,6259,2,1376,12741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640,1171,6260,2,1376,12741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641,1171,6260,2,1376,12742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079,9984,9982,2,1376,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078,9984,9982,2,172,11655,11795,11935,12077,12215,,,,,,,,,,,,,,,,,,,,,,,,,,
11002,9984,9982,2,172,11655,11795,11935,12077,12215,,,,,,,,,,,,,,,,,,,,,,,,,,
11003,9984,9982,2,1376,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10177,10082,10080,2,1376,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10176,10082,10080,2,172,11655,11795,11935,12077,12215,,,,,,,,,,,,,,,,,,,,,,,,,,
11004,10082,10080,2,172,11655,11795,11935,12077,12215,,,,,,,,,,,,,,,,,,,,,,,,,,
11005,10082,10080,2,1376,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10275,10180,10178,2,1376,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274,10180,10178,2,172,11656,11795,11935,12077,12216,,,,,,,,,,,,,,,,,,,,,,,,,,
11006,10180,10178,2,172,11656,11795,11935,12077,12216,,,,,,,,,,,,,,,,,,,,,,,,,,
11007,10180,10178,2,1376,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10373,10278,10276,2,1376,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10372,10278,10276,2,172,11656,11795,11935,12077,12216,,,,,,,,,,,,,,,,,,,,,,,,,,
11008,10278,10276,2,1376,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11009,10278,10276,2,172,11655,11794,11935,12076,12215,,,,,,,,,,,,,,,,,,,,,,,,,,
10471,10376,10374,2,1376,11515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10470,10376,10374,2,172,11656,11794,11936,12077,12216,,,,,,,,,,,,,,,,,,,,,,,,,,
11010,10376,10374,2,172,11656,11794,11936,12077,12216,,,,,,,,,,,,,,,,,,,,,,,,,,
11011,10376,10374,2,1376,11515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10569,10474,10472,2,1376,11515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10568,10474,10472,2,172,11656,11794,11936,12077,12216,,,,,,,,,,,,,,,,,,,,,,,,,,
11012,10474,10472,2,1376,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11013,10474,10472,2,172,11656,11794,11935,12076,12216,,,,,,,,,,,,,,,,,,,,,,,,,,
10667,10572,10570,2,1376,11515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10666,10572,10570,2,172,11656,11795,11936,12076,12216,,,,,,,,,,,,,,,,,,,,,,,,,,
11014,10572,10570,2,1376,11515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11015,10572,10570,2,172,11656,11795,11936,12076,12216,,,,,,,,,,,,,,,,,,,,,,,,,,
10765,10670,10668,2,1376,11515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10764,10670,10668,2,172,11656,11795,11936,12076,12216,,,,,,,,,,,,,,,,,,,,,,,,,,
6427,11016,11350,2,176128,1237,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11367,11017,11351,2,176128,11350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368,11017,11351,2,176128,11350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11374,11018,11352,2,176128,11350,11351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11379,11019,11353,2,176128,11352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11380,11019,11353,2,176128,11352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11383,11020,11354,2,176128,11353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11384,11020,11354,2,176128,11352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11389,11021,11355,2,176128,11351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11390,11021,11355,2,176128,11354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391,11021,11355,2,176128,11351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11393,11022,11356,2,176128,11350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11394,11022,11356,2,176128,11355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11395,11022,11356,2,176128,11351,11353,11354,11355,,,,,,,,,,,,,,,,,,,,,,,,,,,
6429,11023,11357,2,176128,1237,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6428,11023,11357,2,176128,1237,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,11397,11514,2,1376,1260,1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434,11398,11515,2,1376,1260,1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6435,11398,11515,2,1376,1260,1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11537,11398,11515,2,1376,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11538,11398,11515,2,1376,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11539,11398,11515,2,1376,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6443,11540,11655,2,1376,1283,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6441,11541,11656,2,1376,1283,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6442,11541,11656,2,1376,1283,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11677,11541,11656,2,1376,11655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11678,11541,11656,2,1376,11655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,11679,11794,2,1376,1306,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6448,11680,11795,2,1376,1306,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,11680,11795,2,1376,1306,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11816,11680,11795,2,1376,11794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11817,11680,11795,2,1376,11794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6457,11818,11935,2,1376,1329,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6455,11819,11936,2,1376,1329,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6456,11819,11936,2,1376,1329,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958,11819,11936,2,1376,11935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11959,11819,11936,2,1376,11935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11960,11819,11936,2,1376,11935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6463,11961,12076,2,1376,1352,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6462,11962,12077,2,1376,1352,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6464,11962,12077,2,1376,1352,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12098,11962,12077,2,1376,12076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12099,11962,12077,2,1376,12076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6469,12100,12215,2,1376,1375,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6470,12101,12216,2,1376,1375,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6471,12101,12216,2,1376,1375,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12237,12101,12216,2,1376,12215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12238,12101,12216,2,1376,12215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6526,12239,12353,2,1376,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6527,12239,12353,2,1376,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12373,12240,12354,2,1376,12353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12374,12240,12354,2,1376,12353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12375,12240,12354,2,1376,12353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12376,12240,12354,2,1376,12353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12377,12240,12354,2,1376,12353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12378,12240,12354,2,1376,12353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6559,12379,12485,2,1376,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6558,12379,12485,2,1376,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501,12380,12486,2,1376,12485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12502,12380,12486,2,1376,12485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6590,12503,12609,2,1376,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6591,12503,12609,2,1376,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625,12504,12610,2,1376,12609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12626,12504,12610,2,1376,12609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6622,12627,12741,2,1376,9982,10080,10178,10276,10374,10472,10570,10668,,,,,,,,,,,,,,,,,,,,,,,
6623,12627,12741,2,1376,9982,10080,10178,10276,10374,10472,10570,10668,,,,,,,,,,,,,,,,,,,,,,,
12761,12628,12742,2,1376,12741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12762,12628,12742,2,1376,12741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763,12628,12742,2,1376,12741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764,12628,12742,2,1376,12741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765,12628,12742,2,1376,12741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12766,12628,12742,2,1376,12741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
