link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17]
9976,9500,9879,2,22528,9876,9878,,,,,,,,,,,,,,,,
9977,9500,9879,2,22528,9878,,,,,,,,,,,,,,,,,
9978,9500,9879,2,22528,9878,,,,,,,,,,,,,,,,,
9979,9500,9879,2,22528,9877,,,,,,,,,,,,,,,,,
9988,9501,9880,2,22528,9878,,,,,,,,,,,,,,,,,
9989,9501,9880,2,22528,9877,9879,,,,,,,,,,,,,,,,
9990,9501,9880,2,22528,9878,9879,,,,,,,,,,,,,,,,
9991,9501,9880,2,22528,9877,9879,,,,,,,,,,,,,,,,
9993,9502,9881,2,22528,9880,,,,,,,,,,,,,,,,,
9994,9502,9881,2,22528,9878,9880,,,,,,,,,,,,,,,,
9995,9502,9881,2,22528,9880,,,,,,,,,,,,,,,,,
9996,9502,9881,2,22528,9880,,,,,,,,,,,,,,,,,
9998,9503,9882,2,22528,9876,9878,,,,,,,,,,,,,,,,
9999,9503,9882,2,22528,9880,,,,,,,,,,,,,,,,,
10000,9503,9882,2,22528,9880,,,,,,,,,,,,,,,,,
10001,9503,9882,2,22528,9880,,,,,,,,,,,,,,,,,
10002,9503,9882,2,22528,9878,9880,,,,,,,,,,,,,,,,
4874,10004,10380,2,22528,4765,,,,,,,,,,,,,,,,,
4873,10004,10380,2,22528,4765,,,,,,,,,,,,,,,,,
10402,10004,10380,2,22528,10917,,,,,,,,,,,,,,,,,
10403,10004,10380,2,22528,10917,,,,,,,,,,,,,,,,,
10409,10005,10381,2,22528,10380,,,,,,,,,,,,,,,,,
10410,10005,10381,2,22528,10380,,,,,,,,,,,,,,,,,
10411,10005,10381,2,22528,10380,,,,,,,,,,,,,,,,,
10421,10006,10382,2,22528,10381,,,,,,,,,,,,,,,,,
10422,10006,10382,2,22528,10381,,,,,,,,,,,,,,,,,
10423,10006,10382,2,22528,10380,,,,,,,,,,,,,,,,,
10427,10007,10383,2,22528,10382,,,,,,,,,,,,,,,,,
10428,10007,10383,2,22528,10382,,,,,,,,,,,,,,,,,
10433,10008,10384,2,22528,10383,,,,,,,,,,,,,,,,,
10434,10008,10384,2,22528,10383,,,,,,,,,,,,,,,,,
10435,10008,10384,2,22528,10382,,,,,,,,,,,,,,,,,
10445,10009,10385,2,22528,10384,,,,,,,,,,,,,,,,,
10446,10009,10385,2,22528,10384,,,,,,,,,,,,,,,,,
10447,10009,10385,2,22528,10382,10384,,,,,,,,,,,,,,,,
10448,10009,10385,2,22528,10384,,,,,,,,,,,,,,,,,
10454,10010,10386,2,22528,10385,,,,,,,,,,,,,,,,,
10455,10010,10386,2,22528,10382,10385,,,,,,,,,,,,,,,,
10456,10010,10386,2,22528,10385,,,,,,,,,,,,,,,,,
10457,10010,10386,2,22528,10382,10385,,,,,,,,,,,,,,,,
10462,10011,10387,2,22528,10381,,,,,,,,,,,,,,,,,
10463,10011,10387,2,22528,10381,,,,,,,,,,,,,,,,,
10464,10011,10387,2,22528,10385,10386,,,,,,,,,,,,,,,,
10465,10011,10387,2,22528,10381,,,,,,,,,,,,,,,,,
10471,10012,10388,2,22528,10386,,,,,,,,,,,,,,,,,
10472,10012,10388,2,22528,10382,10385,10386,,,,,,,,,,,,,,,
10473,10012,10388,2,22528,10385,,,,,,,,,,,,,,,,,
10474,10012,10388,2,22528,10386,,,,,,,,,,,,,,,,,
10475,10012,10388,2,22528,10385,,,,,,,,,,,,,,,,,
10480,10013,10389,2,22528,10385,10388,,,,,,,,,,,,,,,,
10481,10013,10389,2,22528,10387,,,,,,,,,,,,,,,,,
10482,10013,10389,2,22528,10386,10388,,,,,,,,,,,,,,,,
10483,10013,10389,2,22528,10387,,,,,,,,,,,,,,,,,
10493,10014,10390,2,22528,10387,10389,,,,,,,,,,,,,,,,
10494,10014,10390,2,22528,10389,,,,,,,,,,,,,,,,,
10495,10014,10390,2,22528,10389,,,,,,,,,,,,,,,,,
10496,10014,10390,2,22528,10389,,,,,,,,,,,,,,,,,
10500,10015,10391,2,22528,10388,10390,,,,,,,,,,,,,,,,
10501,10015,10391,2,22528,10390,,,,,,,,,,,,,,,,,
10502,10015,10391,2,22528,10388,10390,,,,,,,,,,,,,,,,
10503,10015,10391,2,22528,10390,,,,,,,,,,,,,,,,,
10505,10016,10392,2,22528,10388,10390,10391,,,,,,,,,,,,,,,
10506,10016,10392,2,22528,10390,,,,,,,,,,,,,,,,,
10507,10016,10392,2,22528,10390,10391,,,,,,,,,,,,,,,,
10508,10016,10392,2,22528,10390,,,,,,,,,,,,,,,,,
10509,10016,10392,2,22528,10390,,,,,,,,,,,,,,,,,
4922,10510,10588,2,22528,1195,,,,,,,,,,,,,,,,,
4923,10510,10588,2,22528,1195,,,,,,,,,,,,,,,,,
10604,10511,10589,2,22528,10588,,,,,,,,,,,,,,,,,
10605,10511,10589,2,22528,10588,,,,,,,,,,,,,,,,,
10606,10511,10589,2,22528,10588,,,,,,,,,,,,,,,,,
10607,10511,10589,2,22528,10588,,,,,,,,,,,,,,,,,
4949,10608,10688,2,22528,1238,,,,,,,,,,,,,,,,,
4950,10608,10688,2,22528,1238,,,,,,,,,,,,,,,,,
10705,10609,10689,2,22528,10688,,,,,,,,,,,,,,,,,
10706,10609,10689,2,22528,10688,,,,,,,,,,,,,,,,,
10707,10609,10689,2,22528,10688,,,,,,,,,,,,,,,,,
10708,10609,10689,2,22528,10688,,,,,,,,,,,,,,,,,
10709,10609,10689,2,22528,10688,,,,,,,,,,,,,,,,,
4976,10710,10790,2,22528,1281,,,,,,,,,,,,,,,,,
4977,10710,10790,2,22528,1281,,,,,,,,,,,,,,,,,
10807,10711,10791,2,22528,10790,,,,,,,,,,,,,,,,,
10808,10711,10791,2,22528,10790,,,,,,,,,,,,,,,,,
10809,10711,10791,2,22528,10790,,,,,,,,,,,,,,,,,
10810,10711,10791,2,22528,10790,,,,,,,,,,,,,,,,,
10811,10711,10791,2,22528,10790,,,,,,,,,,,,,,,,,
4836,10812,10845,2,22528,4763,,,,,,,,,,,,,,,,,
4835,10812,10845,2,22528,4763,,,,,,,,,,,,,,,,,
4837,10812,10845,2,22528,4765,,,,,,,,,,,,,,,,,
4842,10812,10845,2,22528,4764,,,,,,,,,,,,,,,,,
4843,10812,10845,2,22528,4764,,,,,,,,,,,,,,,,,
4840,10812,10845,2,22528,4763,,,,,,,,,,,,,,,,,
4839,10812,10845,2,22528,4764,,,,,,,,,,,,,,,,,
4851,10848,10881,2,22528,4763,,,,,,,,,,,,,,,,,
4853,10848,10881,2,22528,4764,,,,,,,,,,,,,,,,,
4852,10848,10881,2,22528,4764,,,,,,,,,,,,,,,,,
4858,10848,10881,2,22528,4764,,,,,,,,,,,,,,,,,
4854,10848,10881,2,22528,4765,,,,,,,,,,,,,,,,,
4855,10848,10881,2,22528,4763,,,,,,,,,,,,,,,,,
4859,10848,10881,2,22528,4763,,,,,,,,,,,,,,,,,
4871,10884,10917,2,22528,4764,,,,,,,,,,,,,,,,,
4872,10884,10917,2,22528,4764,,,,,,,,,,,,,,,,,
4867,10884,10917,2,22528,4763,,,,,,,,,,,,,,,,,
4869,10884,10917,2,22528,4763,,,,,,,,,,,,,,,,,
4870,10884,10917,2,22528,4763,,,,,,,,,,,,,,,,,
4868,10884,10917,2,22528,4764,,,,,,,,,,,,,,,,,
4875,10884,10917,2,22528,4765,,,,,,,,,,,,,,,,,
