link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11]
8205,7619,8106,2,32768,8094,8104,8105,,,,,,,,,
8206,7619,8106,2,32768,8102,,,,,,,,,,,
8210,7620,8107,2,32768,8102,8106,,,,,,,,,,
8214,7621,8108,2,32768,8102,8106,,,,,,,,,,
8217,7622,8109,2,32768,8100,,,,,,,,,,,
8218,7622,8109,2,32768,8098,,,,,,,,,,,
8219,7622,8109,2,32768,8103,,,,,,,,,,,
8220,7622,8109,2,32768,8103,,,,,,,,,,,
8224,7623,8110,2,32768,8108,,,,,,,,,,,
8225,7623,8110,2,32768,8103,8109,,,,,,,,,,
8226,7623,8110,2,32768,8105,,,,,,,,,,,
8227,7623,8110,2,32768,8105,,,,,,,,,,,
8231,7624,8111,2,32768,8108,8110,,,,,,,,,,
8235,7625,8112,2,32768,8108,8110,,,,,,,,,,
8238,7626,8113,2,32768,8107,,,,,,,,,,,
8239,7626,8113,2,32768,8105,8110,,,,,,,,,,
8241,7627,8114,2,32768,8112,,,,,,,,,,,
8242,7627,8114,2,32768,8112,,,,,,,,,,,
8243,7627,8114,2,32768,8112,,,,,,,,,,,
8244,7627,8114,2,32768,8107,8113,,,,,,,,,,
8246,7628,8115,2,32768,8111,,,,,,,,,,,
8247,7628,8115,2,32768,8111,,,,,,,,,,,
8248,7628,8115,2,32768,8111,,,,,,,,,,,
8249,7628,8115,2,32768,8107,8113,,,,,,,,,,
3197,8250,8450,2,32768,808,,,,,,,,,,,
3198,8250,8450,2,32768,808,,,,,,,,,,,
8462,8251,8451,2,32768,8450,,,,,,,,,,,
8466,8252,8452,2,32768,8451,,,,,,,,,,,
8470,8253,8453,2,32768,8452,,,,,,,,,,,
8474,8254,8454,2,32768,8452,,,,,,,,,,,
8477,8255,8455,2,32768,8450,,,,,,,,,,,
8478,8255,8455,2,32768,8451,,,,,,,,,,,
8483,8256,8456,2,32768,8453,,,,,,,,,,,
8484,8256,8456,2,32768,8454,,,,,,,,,,,
8485,8256,8456,2,32768,8455,,,,,,,,,,,
8486,8256,8456,2,32768,8452,,,,,,,,,,,
3225,8487,8687,2,32768,851,,,,,,,,,,,
3224,8487,8687,2,32768,851,,,,,,,,,,,
8699,8488,8688,2,32768,8687,,,,,,,,,,,
8703,8489,8689,2,32768,8688,,,,,,,,,,,
8707,8490,8690,2,32768,8689,,,,,,,,,,,
8711,8491,8691,2,32768,8689,,,,,,,,,,,
8714,8492,8692,2,32768,8687,,,,,,,,,,,
8715,8492,8692,2,32768,8688,,,,,,,,,,,
8720,8493,8693,2,32768,8692,,,,,,,,,,,
8721,8493,8693,2,32768,8691,,,,,,,,,,,
8722,8493,8693,2,32768,8690,,,,,,,,,,,
8723,8493,8693,2,32768,8689,,,,,,,,,,,
3248,8724,8790,2,32768,6599,6674,,,,,,,,,,
3247,8724,8790,2,32768,6599,6674,,,,,,,,,,
3249,8725,8791,2,32768,6599,6674,,,,,,,,,,
8800,8725,8791,2,32768,8790,,,,,,,,,,,
8801,8725,8791,2,32768,8790,,,,,,,,,,,
3256,8802,8868,2,32768,6793,6868,,,,,,,,,,
3258,8802,8868,2,32768,6793,6868,,,,,,,,,,
3257,8803,8869,2,32768,6793,6868,,,,,,,,,,
8878,8803,8869,2,32768,8868,,,,,,,,,,,
8879,8803,8869,2,32768,8868,,,,,,,,,,,
